de_haŋkə	항케
ko_t͡ɕabolsisɯkʰɯ	자볼시스크
ko_t͡ɕuntʰɛ	준태
ko_lɛnsɛnpʰɯɾeidɯ	랜샌프레이드
ko_omuɾasʌn	오무라선
ko_t͡ɕʰiŋt͡ɕausʌm	칭자우섬
ko_asao	아사오
ko_t͡ɕitʰadʑonsɯ	지타존스
ko_linkʰai	린카이
ko_hɯŋt͡ɕʰan	흥찬
ko_waŋs͈uŋ	왕쑹
ko_lɯhwa	르화
ko_pʰentʰɯhausɯ	펜트하우스
ko_moɾɯbaŋtio	모르방디오
ko_koŋhi	공희
ko_kʰɯɾoul	크로울
ko_kʰoŋkʰaɾɯno	콩카르노
ko_kas͈ɯnobu	가쓰노부
ko_mʌmʌn	머먼
ko_masin	마신
ko_tʰosiɾo	토시로
ko_tʰɛmi	태미
ko_tʰiŋt͡ɕaŋ	팅장
ko_sʌnpʰil	선필
ko_kumaɡai	구마가이
ko_pʰɯɾusiantʰe	프루시안테
ko_namun	남운
ko_kuɾijepʰɯ	구리예프
ko_mwʌltosɯtʰon	뭘도스톤
ko_nobɯɡoɾodɯ	노브고로드
ko_minpʰʌŋhjʌn	민펑현
ko_idʑiŋsʌŋ	이징성
ko_iɡɯllesiasɯ	이글레시아스
ko_hɛdʑubihɛŋt͡ɕaŋ	해주비행장
ko_simadamaɡe	시마다마게
ko_kʰadʑɯmiɾɯsɯkʰi	카즈미르스키
ko_sentɯ	센드
ko_osjat͡ɕʰɯ	오샤츠
ko_sjaɾɯlli	샤를리
ko_siŋpi	싱비
ko_siɾiusɯ	시리우스
ko_tʰɯɾoma	트로마
ko_aŋtʰonɛŋ	앙토냉
ko_musɯtʰapʰi	무스타피
ko_lweha	뢰하
ko_usat͡ɕʰɯkʰa	우사츠카
ko_kwaŋho	광호
ko_oɾɯlleaŋ	오를레앙
ko_pʰɯɾeidʑʌ	프레이저
ko_t͡ɕenina	제니나
ko_as͈ɯtʰada	아쓰타다
ko_lubɛŋ	루뱅
ko_kʰokʰubun	코쿠분
ko_pʰit͡ɕʰioni	피치오니
ko_sʌnisaidɯ	서니사이드
ko_ollɛnto	올랜도
ko_patʰujepʰɯ	바투예프
ko_tʰɛdʑʌŋ	태정
ko_puɡil	부길
ko_oisodʑʌŋ	오이소정
ko_loŋkɯbil	롱그빌
ko_joɾinobu	요리노부
ko_pokʰino	보키노
ko_kɯɾasɯ	그라스
ko_pʰeɾiɡwe	페리괴
ko_t͡ɕiɾa	지라
ko_t͡ɕije	지예
ko_pʰadʑɯlli	파즐리
ko_mikʰelle	미켈레
ko_hudʑinami	후지나미
ko_tue	두에
ko_kʰebedo	케베도
ko_anjese	아녜세
ko_tʰuŋsanhjʌn	퉁산현
ko_al	알
ko_sjutʰaudiŋkʌ	슈타우딩거
ko_sisʌɾo	시서로
ko_kʰɯllin	클린
ko_lʌdoi	러도이
ko_maho	마호
ko_t͡ɕuŋsanhjʌn	중산현
ko_pʰjo	표
ko_pojaŋ	보양
ko_lidɯlle	리들레
ko_kusaŋ	구상
ko_linhjʌn	린현
ko_kʰaɾɯpʰi	카르피
ko_sahweɡwahaɡwʌn	사회과학원
ko_sʌmʌbi	서머비
ko_kuɾisawa	구리사와
ko_kuɾidi	구리디
ko_t͡ɕʰampʰetʰi	참페티
ko_t͡ɕohɛnsɯn	조핸슨
ko_joŋkjʌŋ	용경
ko_naɡahamadʑʌŋ	나가하마정
ko_tellikʰasɯ	델리카스
ko_oboɾin	오보린
ko_tusʌn	두선
ko_tiɡoɾi	디고리
ko_oɾisɯtʰano	오리스타노
ko_tʰɯɾiʌ	트리어
ko_saɾaɡosɯ	사라고스
ko_misillipʰɯsɯkʰi	미실리프스키
ko_pʰointʰʌ	포인터
ko_wanta	완다
ko_tun	둔
ko_inedʑina	이네지나
ko_pʰamteil	팜데일
ko_padisɯ	바디스
ko_kusakʰi	구사키
ko_koltɯwasʌ	골드와서
ko_kasiwado	가시와도
ko_pellia	벨리아
ko_tomokʰadʑɯ	도모카즈
ko_ahɯmetʰopʰɯ	아흐메토프
ko_pialli	비알리
ko_sotʰe	소테
ko_painholtʰɯ	바인홀트
ko_amedeo	아메데오
ko_kʰollesobɯ	콜레소브
ko_oi	오이
ko_kʰomʌ	코머
ko_kʰat͡ɕʰatʰoɾe	카차토레
ko_mɛk̚pʰi	맥피
ko_hidemi	히데미
ko_kʰoɾedʑɯ	코레즈
ko_ikʰɯlpʰodɯ	이클포드
ko_haukʰɯ	하우크
ko_sebijo	세비요
ko_komonodʑʌŋ	고모노정
ko_lobɯllesɯ	로블레스
ko_kuk̚k͈jo	국교
ko_tesɯkʰolla	데스콜라
ko_haɾada	하라다
ko_sɯɾuɡaman	스루가만
ko_maɾiloɾɯ	마리로르
ko_tʰotʰal	토탈
ko_t͡ɕulliʌn	줄리언
ko_tɛjun	대윤
ko_labedɯ	라베드
ko_t͡ɕallʌ	잔러
ko_sɯtʰen	스텐
ko_jusapʰɯ	유사프
ko_pʰollitʰano	폴리타노
ko_utʰokʰu	우토쿠
ko_josemitʰi	요세미티
ko_lit͡ɕʰʌdɯsɯn	리처드슨
ko_tʰontella	톤델라
ko_pʰɯɾudensjʌl	프루덴셜
ko_t͡ɕɛkʰʌɾi	재커리
ko_pui	부이
ko_kama	가마
ko_allʌnhjʌn	안런현
ko_sammaɾɯtʰino	삼마르티노
ko_toŋt͡ɕun	동준
ko_williŋtʰʌn	윌링턴
ko_pʰɯllʌmʌ	플러머
ko_injaɾitʰu	이냐리투
ko_paiallik̚	바이알릭
ko_pʰasinatʰi	파시나티
ko_neɾetʰo	네레토
ko_kuaɾɯdiaɡɯɾelle	구아르디아그렐레
ko_mihamadʑʌŋ	미하마정
ko_sjubaɾɯt͡ɕʰʌ	슈바르처
ko_pɯɾaitʰiŋs͈i	브라이팅씨
ko_leŋkʰɯ	렝크
ko_meɾiʌtʰɯ	메리어트
ko_hosʌk̚	호석
ko_sewʌn	세원
ko_t͡ɕʰuŋkil	충길
ko_lainekʰe	라이네케
ko_sɯkʰiba	스키바
ko_s͈ɯdʑi	쓰지
ko_ekʰeɾɯtʰɯ	에케르트
ko_pʰudʑɯ	푸즈
ko_sɛŋmaɾɯtʰɛŋteɾɯ	생마르탱데르
ko_kɯntʰɛ	근태
ko_lwipʰeɾɯ	뤼페르
ko_t͡ɕʰulsɯ	출스
ko_tʌɡɯdeil	더그데일
ko_jadɯlli	야들리
ko_kʰasobit͡ɕʰɯ	카소비츠
ko_polpʰi	볼피
ko_tʰat͡ɕʰɯhisa	타츠히사
ko_liʌhausɯ	리어하우스
ko_pʰet͡ɕʰoɾa	페초라
ko_kʰɯɾesɯpʰin	크레스핀
ko_takʰaɾai	다카라이
ko_janaɡinaɡi	야나기나기
ko_jupʰu	유푸
ko_tʰabanu	타바누
ko_sʌŋt͡ɕo	성조
ko_tʰakʰano	타카노
ko_tʰɯɾasillikʰo	트라실리코
ko_kisu	기수
ko_antʰɯɡolt͡ɕʰɯ	안트골츠
ko_sɯtʰɯɾidʑenoba	스트리제노바
ko_sɯpʰek̚tʰʌ	스펙터
ko_leitʰʌnsɯtʰon	레이턴스톤
ko_susana	수사나
ko_piankʰimano	비안키마노
ko_pʰiŋkʰɯnibil	핑크니빌
ko_ibʌtʰɯ	이버트
ko_poɡʌn	보건
ko_allaŋsoŋ	알랑송
ko_hilsɯ	힐스
ko_sella	셀라
ko_poŋtʌk̚	봉덕
ko_polpʰakʰɯ	볼파크
ko_pʌmin	버민
ko_peswi	베쉬
ko_nannut͡ɕʰi	난누치
ko_kadamʌ	가다머
ko_samt͡ɕijʌnsʌn	삼지연선
ko_kʰɯɾodʌ	크로더
ko_kʰɯɾisɯtʰal	크리스탈
ko_eɾudɯ	엘우드
ko_t͡ɕonsɯn	존슨
ko_lodʑɯnsol	로즌솔
ko_t͡ɕeja	제야
ko_kʰoitʰɯ	코이트
ko_pʰilladelpʰia	필라델피아
ko_sʌbeiʌ	서베이어
ko_ijaŋ	이양
ko_kudi	구디
ko_sɛŋtɯni	생드니
ko_kʰɯɾausʌ	크라우서
ko_osɯtʰeɾɯtʰun	오스테르툰
ko_pijena	비예나
ko_tʰɯɾʌnpʰio	트런피오
ko_mas͈ɯtʰaɾo	마쓰타로
ko_lint͡ɕei	린제이
ko_letʰisia	레티시아
ko_inoha	이노하
ko_apʰellasioŋ	아펠라시옹
ko_kwʌhaŋ	궈항
ko_pʰjanit͡ɕʰi	퍄니치
ko_wapʰakʰonetʰa	와파코네타
ko_konkoɡumi	곤고구미
ko_sɯmollensɯkʰi	스몰렌스키
ko_ten	덴
ko_pellosɯ	벨로스
ko_outʰʌn	오우턴
ko_haniŋ	하닝
ko_tokʰai	도카이
ko_haowʌn	하오원
ko_adɯɾa	아드라
ko_moɾini	모리니
ko_pʰojabisɯ	포야비스
ko_sɯnopʰekʰɯ	스노페크
ko_pɯɾenʌn	브레넌
ko_pʰɯɾiʌl	프리얼
ko_ansalto	안살도
ko_pʰɯɾene	프레네
ko_eimi	에이미
ko_pɛdɯlli	배들리
ko_petʰaŋkʰuɾɯ	베탕쿠르
ko_kʰolpʰinosʌm	콜피노섬
ko_pʰempɯɾi	펨브리
ko_taɾɯmanjakʰɯ	다르마냐크
ko_lullo	룰로
ko_annaɡɯɾat͡ɕʰia	안나그라치아
ko_ujaŋ	우양
ko_top̚s͈ɯ	돕스
ko_ljent͡ɕ͈ɯ	롄쯔
ko_naɾoŋ	나롱
ko_tʰadʑakʰi	타자키
ko_abɯdon	아브돈
ko_kɯɾasiano	그라시아노
ko_pʰinjaisɯ	피냐이스
ko_montʰepʰusɯkʰo	몬테푸스코
ko_hollʌpʰɯsenʌ	홀러프세너
ko_kantʰopʰjʌŋja	간토평야
ko_kʰebin	케빈
ko_t͡ɕeho	제호
ko_t͡ɕimeɾɯmaŋ	지메르망
ko_kʰɯllaineɾɯtʰɯ	클라이네르트
ko_siɡʌl	시걸
ko_iɡaɾɯkʰa	이가르카
ko_pudʑaidɯ	부자이드
ko_sɯŋjʌn	승연
ko_pʰopʰi	포피
ko_muneas͈ɯ	무네아쓰
ko_nakʰaɡami	나카가미
ko_podɯɾoɡi	보드로기
ko_t͡ɕibiet͡ɕʰɯ	지비에츠
ko_kʰamuɾat͡ɕʰi	카무라치
ko_lwebitʰɯ	뢰비트
ko_oɡɛŋ	오갱
ko_nanta	난다
ko_kʰaŋtella	캉델라
ko_wanteɾɯsoŋ	완데르송
ko_hujut͡ɕʰɯkʰi	후유츠키
ko_pʰupʰo	푸포
ko_wianhui	위안후이
ko_ɯnkjo	은교
ko_pʰut͡ɕʰiŋ	푸칭
ko_imotʰʌl	이모털
ko_mawasinsɯkʰi	마와신스키
ko_pʰumone	푸모네
ko_sabadini	사바디니
ko_kɛɡuɾi	개구리
ko_kʰaio	카이오
ko_pʰellisiɛŋ	펠리시앵
ko_anakʰotʰisɯ	아나코티스
ko_sɯpʰillimpeɾɯɡo	스필림베르고
ko_pʰoɾɯtʰuɡesɯ	포르투게스
ko_hʌdɯsɯn	허드슨
ko_lwiɡe	뤼게
ko_t͡ɕ͈uɡwaŋ	쭈광
ko_heŋkʰelsɯ	헹켈스
ko_sjokʰino	쇼키노
ko_lwikʰa	뤼카
ko_kʰudʑɯmin	쿠즈민
ko_sillaɾɯdɯ	실라르드
ko_t͡ɕwillien	쥘리엔
ko_tʰwiɾini	튀리니
ko_latʰon	라톤
ko_mot͡ɕʰidome	모치도메
ko_lɯbejaŋ	르베양
ko_hubeɾɯtʰusɯ	후베르투스
ko_kudʑino	구지노
ko_t͡ɕʰʌnt͡ɕo	천조
ko_tiawaɾa	디아와라
ko_alhesiɾasɯ	알헤시라스
ko_moɾela	모레라
ko_edelman	에델만
ko_t͡ɕint͡ɕoŋ	진종
ko_kʰontʰɯɾoɡueɾa	콘트로구에라
ko_tʰapʰai	타파이
ko_saŋkjʌŋ	상경
ko_nesɯtʰʌn	네스턴
ko_padɛŋtʰeɾɯ	바댕테르
ko_t͡ɕʰekʰi	체키
ko_luisɯ	루이스
ko_sapʰonant͡ɕello	사포난젤로
ko_kʰɯɾisɯtʰobal	크리스토발
ko_kʰaso	카소
ko_kʰebekʰusɯ	케베쿠스
ko_mwenikʰesɯ	뫼니케스
ko_pʌpʰiltɯ	버필드
ko_kadʑinsɯkʰi	가진스키
ko_hjʌnkon	현곤
ko_sahjʌŋt͡ɕe	사형제
ko_selkʰʌkʰɯ	셀커크
ko_lebɛŋ	레뱅
ko_obɛnʌn	오배넌
ko_saɾomaho	사로마호
ko_lupʰu	루푸
ko_montʰeɡabione	몬테가비오네
ko_t͡ɕʰuitʰel	추이텔
ko_tominik̚	도미닉
ko_ikʰaɾija	이카리야
ko_kʰɯɾisɯtʰopʰeɾɯ	크리스토페르
ko_nit̚kʰenset̚kʰe	닛켄셋케
ko_ɛsʌtʰʌn	애서턴
ko_sabatʰani	사바타니
ko_tʰi	티
ko_sotʰas͈ɯ	소타쓰
ko_kʰuma	쿠마
ko_tʰanin	타닌
ko_pillibino	빌리비노
ko_pakʰaje	바카예
ko_kɯmsik̚	금식
ko_ʌp̚tʰon	업톤
ko_lil	릴
ko_hɛjʌk̚	해역
ko_pɯɾauni	브라우니
ko_losatʰello	로사텔로
ko_almadeil	알마데일
ko_pʌmt͡ɕ͈un	범준
ko_pɯɾak̚	브락
ko_wianpo	위안보
ko_temetʰɯɾio	데메트리오
ko_alkʰobentasɯ	알코벤다스
ko_t͡ɕidʑinju	지지뉴
ko_kɯllop̚kʰe	글롭케
ko_nap̚p͈uk̚t͡ɕ͈a	납북자
ko_os͈ɯdʑi	오쓰지
ko_minabedʑʌŋ	미나베정
ko_sjaodʑwian	샤오쥐안
ko_pʰuɾino	푸리노
ko_masikʰeɡun	마시케군
ko_pʰiŋinhjʌn	핑인현
ko_mainiel	마이니엘
ko_lokʰaɾomana	로카로마나
ko_kjusʌk̚	규석
ko_one	오네
ko_linpʰʌŋ	린펑
ko_sjosin	쇼신
ko_almunjekʰaɾɯ	알무녜카르
ko_kʰipʰɯlli	키플리
ko_wiŋkʰɯsɯ	윙크스
ko_lʌmontʰɯ	러몬트
ko_paiosollusjʌnsɯ	바이오솔루션스
ko_kʰontobʌ	콘도버
ko_tokʰumas͈ɯ	도쿠마쓰
ko_paia	바이아
ko_wakʰedʑʌŋ	와케정
ko_pukʰanɰi	북한의
ko_miŋkʌsɯ	밍거스
ko_pʌɾʌ	버러
ko_tumitʰɯɾu	두미트루
ko_pʰɯɾeɡinju	프레기뉴
ko_modʑesɯ	모제스
ko_jabuut͡ɕʰi	야부우치
ko_kɯnekʰo	그네코
ko_mɛtʰiŋni	매팅리
ko_kʰollompaɾi	콜롬바리
ko_pʰiasɯkʰo	피아스코
ko_ahedʑakʰoba	아헤자코바
ko_meltʰem	멜템
ko_taɡatʰaɡun	다가타군
ko_kʰɛmpʰʌ	캠퍼
ko_t͡ɕɛjun	재윤
ko_pʰɯɾot͡ɕʰida	프로치다
ko_tʰɛk̚k͈i	택기
ko_kʰampʰodimelle	캄포디멜레
ko_sjuhɯ	슈흐
ko_kjutʰɛ	규태
ko_sibakʰopʰɯ	시바코프
ko_ampɯɾa	암브라
ko_hokʰɯwel	호크웰
ko_pelliwe	벨리외
ko_sjultʰe	슐테
ko_kʰabanju	카바뉴
ko_sɯpʰihalsɯkʰi	스피할스키
ko_kʰapʰitʰaŋ	카피탕
ko_ookʰa	오오카
ko_hjoɡje	효계
ko_tadanao	다다나오
ko_mat͡ɕʰekʰɯ	마체크
ko_aɾaban	아라반
ko_keheiɾu	게헤이루
ko_tisɯkʰʌbʌ	디스커버
ko_ponetʰɯ	보네트
ko_mjʌŋhak̚	명학
ko_kʰukʰaɾini	쿠카리니
ko_sɯkʰobɯseba	스코브세바
ko_kjudo	규도
ko_t͡ɕuŋil	중일
ko_kʰolpʰino	콜피노
ko_unteʌaik̚	운데어아익
ko_pebʌn	베번
ko_t͡ɕʰeŋsɯtʰohoba	쳉스토호바
ko_kʰɯllementʰe	클레멘테
ko_kaɾiwaɡun	가리와군
ko_mankjʌŋtɛsʌn	만경대선
ko_makʰillesɯ	마킨레스
ko_potʰon	보톤
ko_tɛnsɯkʰin	댄스킨
ko_makʰɯɾisɯ	마크리스
ko_tobɯɾudʑa	도브루자
ko_wiwiɡɯtʰʌn	위위그턴
ko_kʰamabiŋka	카마빙가
ko_pʰot͡ɕʰobipo	포초비보
ko_siokʰɯllʌ	시오클러
ko_paŋkiɡi	방기기
ko_pɯllason	블라손
ko_tʰisja	티샤
ko_oɾɯnella	오르넬라
ko_sɯŋwan	승완
ko_t͡ɕukʰop̚s͈ɯkʰi	주콥스키
ko_sjaɾitʰe	샤리테
ko_tʰaiwʌdɯɾesɯ	타이워드레스
ko_kas͈ɯtʰa	가쓰타
ko_hɛdʑʌn	해전
ko_ɰisuk̚	의숙
ko_keɾɯmaŋtʰɯ	게르망트
ko_subini	수비니
ko_sjonaibʌn	쇼나이번
ko_junhi	윤희
ko_kʰɯɾudʑeiɾu	크루제이루
ko_at͡ɕʰi	아치
ko_ant͡ɕɯ	안즈
ko_ant͡ɕellisɯ	안젤리스
ko_miɾɯni	미르니
ko_sillibinsɯkʰa	실리빈스카
ko_wʌnkʰai	원카이
ko_laŋkʰatʰoɾe	랑카토레
ko_liɡoni	리고니
ko_wada	와다
ko_s͈ɯnetʰomo	쓰네토모
ko_anasɯtʰasja	아나스타샤
ko_tammin	담민
ko_montʰemilletʰo	몬테밀레토
ko_ɛdʌmsɯ	애덤스
ko_kʰiana	키아나
ko_tʰenʌntʰɯ	테넌트
ko_liŋpihjʌn	링비현
ko_aɾɯkʰadiusi	아르카디우시
ko_pasillesɯkʰu	바실레스쿠
ko_kaɾɯdosju	가르도슈
ko_akʰwaɾolli	아콰롤리
ko_miŋi	밍이
ko_lakʰot͡ɕʰi	라코치
ko_pilmʌ	빌머
ko_lʌsi	러시
ko_isɯl	이슬
ko_t͡ɕʰaŋha	창하
ko_peɾonese	베로네세
ko_kʰonsɯtʰʌnsɯ	콘스턴스
ko_hɛmi	해미
ko_tʰallisa	탈리사
ko_kadinʌ	가디너
ko_t͡ɕabat͡ɕʰɯkʰi	자바츠키
ko_kɯllin	글린
ko_medikʰeidɯ	메디케이드
ko_mijakʰe	미야케
ko_lʌanhjʌn	러안현
ko_kʰɯɾomʌtʰi	크로머티
ko_laipʰɯsɯkʰɛn	라이프스캔
ko_kʰɯllabiheɾo	클라비헤로
ko_pʰintʌ	핀더
ko_edɯmoŋ	에드몽
ko_pʰɯɾidɯl	프리들
ko_pʰat͡ɕʰano	파차노
ko_pɯɾɛdɯwel	브래드웰
ko_koɾɯbunopʰɯ	고르부노프
ko_tɛhanminkuk̚	대한민국
ko_kʰapʰɯɾanopʰɯ	카프라노프
ko_pʰakʰinetʰi	파키네티
ko_sʌilpon	서일본
ko_wesɯtʰʌnt͡ɕonsɯ	웨스턴존스
ko_sʌŋil	성일
ko_aŋkʰʌmwillʌ	앙커뮐러
ko_hisamasa	히사마사
ko_siudɯmakʰɯ	시우드마크
ko_kɯɾodʑa	그로자
ko_haipʰʌŋ	하이펑
ko_t͡ɕʰetʰɯkʰin	체트킨
ko_pʌdʑɯbi	버즈비
ko_hau	하우
ko_almentɯɾosɯ	알멘드로스
ko_pakʰɯhɛm	바크햄
ko_talmatʰobo	달마토보
ko_nwiɾɯbuɾɯkʰɯɾiŋ	뉘르부르크링
ko_kʰoɾɯbel	코르벨
ko_kʰibioɾɯ	키비오르
ko_likʰen	리켄
ko_ampeɾɯkʰɯ	암베르크
ko_pʰɯɾimɛntʰɯl	프리맨틀
ko_pʰeihuŋ	페이훙
ko_opʰelli	오펠리
ko_kʰʌnmoʌsɯkʰot̚	컷모어스콧
ko_sujʌn	수연
ko_kwʌkʰun	궈쿤
ko_mɛllit̚	맬릿
ko_pʰuɾin	푸린
ko_jaɡodʑinsɯkʰa	야고진스카
ko_sakʰuhei	사쿠헤이
ko_oikʰosɯ	오이코스
ko_pɯllaŋsje	블랑셰
ko_alleik̚s͈antɯɾe	알레익산드레
ko_pʰitʰaŋka	피탕가
ko_t͡ɕolla	졸라
ko_musju	무슈
ko_tɛnamt͡ɕʌntan	대남전단
ko_isɯllʌ	이슬러
ko_it͡ɕʰaŋt͡ɕʰiŋ	이창칭
ko_helka	헬가
ko_saosjuŋ	사오슝
ko_tellakʰɯ	델라크
ko_hoŋwibjʌŋ	홍위병
ko_kʰɯɾisɯmasɯ	크리스마스
ko_tʰitʰjen	티톈
ko_lɯbɯllaŋ	르블랑
ko_aja	아야
ko_sillasɯ	실라스
ko_pahidɯ	바히드
ko_sapʰukʰaia	사푸카이아
ko_paiu	바이우
ko_pisiano	비시아노
ko_ijamasʌn	이야마선
ko_lɯtʰɯɾon	르트론
ko_pit͡ɕʰitʰʌn	비치턴
ko_mokʰiŋpʌdɯ	모킹버드
ko_pʰesɯkʰosollido	페스코솔리도
ko_t͡ɕɯbollen	즈볼렌
ko_nebwʌsɯ	넵워스
ko_wʌɾobit͡ɕʰɯ	워로비츠
ko_pasopʰɯsɯkʰi	바소프스키
ko_nikʰolsɯkʰɯ	니콜스크
ko_sɯtʰʌmpʰɯ	스텀프
ko_tʰeɾɯsini	테르시니
ko_pediŋtʰʌn	베딩턴
ko_pahedɯ	바헤드
ko_teɾɯbal	데르발
ko_habian	하비안
ko_sɯwedenʌ	스웨덴어
ko_kʰɯɾudʑe	크루제
ko_kʰʌlt͡ɕʰisɯ	컬치스
ko_pidʌ	비더
ko_hoɾɯden	호르덴
ko_pʰatʰɯsɯkʰuaɾo	파트스쿠아로
ko_ljuhoŋ	류홍
ko_pʰumaɾolli	푸마롤리
ko_josijukʰi	요시유키
ko_ʌbiŋ	어빙
ko_pat͡ɕʰɯwapʰɯ	바츠와프
ko_sʌɡjʌŋ	석영
ko_t͡ɕudʑanna	주잔나
ko_naɡatʰe	나가테
ko_pɯllankʰa	블란카
ko_josihaɾa	요시하라
ko_tʰɛkʰwan	택환
ko_allehin	알레힌
ko_tʰɯɾaŋt͡ɕiɾiɛŋ	트랑지리앵
ko_sɯtʰail	스타일
ko_noɡentʰɯɾɯloi	노겐트르로이
ko_muatʰesie	무아테시에
ko_tʰɯwiniŋ	트위닝
ko_pʰisjallikʰoba	피샬니코바
ko_t͡ɕakʰut͡ɕʰo	자쿠초
ko_loeakʰɯ	로에아크
ko_montʰa	몬타
ko_hʌɡɯhenten	허그헨덴
ko_t͡ɕinu	진우
ko_losatʰom	로사톰
ko_pikʰʌsɯ	비커스
ko_pʰokʰo	포코
ko_kʰomet͡ɕʰɯ	코메츠
ko_pʌntʰɯudɯ	번트우드
ko_tɛlkʰisɯ	댈키스
ko_ɛltʰisɯ	앨티스
ko_pʰɛtʰɯɾiʌt͡ɕʰɯ	패트리어츠
ko_peɾɯɡont͡ɕʰi	베르곤치
ko_ledʑeni	레제니
ko_pjʌŋtɛ	병대
ko_hulsɯ	훌스
ko_paɾueɾi	바루에리
ko_huɾubiɾadʑʌŋ	후루비라정
ko_sinken	신겐
ko_lek̚s͈ʌm	렉섬
ko_sjaɾɯdone	샤르도네
ko_seltʰik̚s͈ɯ	셀틱스
ko_t͡ɕiɾalɯdɛŋ	지라르댕
ko_hɛɾiʌt̚	해리엇
ko_pʰik̚t͡ɕʰʌ	픽처
ko_tʰaimi	타이미
ko_sjoɡas͈ɯ	쇼가쓰
ko_suk̚s͈ʌn	숙선
ko_ɛbɯnit̚	애브닛
ko_sɯmailsɯ	스마일스
ko_winiŋhɛm	위닝햄
ko_maɾaikʰe	마라이케
ko_t͡ɕobeɾɯ	조베르
ko_ante	안데
ko_ot͡ɕʰʌn	오천
ko_t͡ɕʰiepʰɯwi	치에프위
ko_losɯn	로슨
ko_joɾɯdanupʰɯ	요르다누프
ko_t͡ɕai	자이
ko_hjʌnkwan	현관
ko_lillianna	릴리안나
ko_isajepʰɯ	이사예프
ko_t͡ɕʰwesɯŋtɛ	최승대
ko_amaɾɯsɯn	아마르슨
ko_odʑik̚	오직
ko_mweɾɯtʰemodʑel	뫼르테모젤
ko_t͡ɕʰepʰɯɾano	체프라노
ko_altʰo	알토
ko_kɯɾipʰo	그리포
ko_ujʌŋ	우영
ko_tasɯtʰi	다스티
ko_iɾin	이린
ko_t͡ɕʰai	차이
ko_uɾɯban	우르반
ko_pɛɾino	배리노
ko_kʰosɯt͡ɕʰina	코스치나
ko_pɛɡwʌn	배권
ko_ɛt̚kʰinsɯn	앳킨슨
ko_tomoas͈ɯ	도모아쓰
ko_unhɯŋkun	운흥군
ko_tʰubenɛŋ	투베냉
ko_t͡ɕʌnjan	전얀
ko_kodʑimat͡ɕʰi	고지마치
ko_hɛsu	해수
ko_netʰanjahu	네타냐후
ko_eɾikʰa	에리카
ko_sɯtʰopʰiɾa	스토피라
ko_hot̚s͈ɯpʰʌ	홋스퍼
ko_molle	몰레
ko_maɾianella	마리아넬라
ko_wʌtʰɯlli	워틀리
ko_sjalloŋt͡ɕwi	샬롱쥐
ko_isjajepʰɯ	이샤예프
ko_nɛsʌŋ	내성
ko_kʰoɾwil	콜윌
ko_t͡ɕaŋhjʌk̚	장혁
ko_saŋil	상일
ko_jobopit͡ɕʰi	요보비치
ko_omidia	오미디아
ko_pʰodemosɯ	포데모스
ko_hant͡ɕɛ	한재
ko_kilpʰat͡ɕʰi	길파치
ko_kamiɾɯ	가미르
ko_satʰo	사토
ko_lilli	릴리
ko_sadamit͡ɕʰi	사다미치
ko_pʰɛltʰɯɾɯ	팰트르
ko_kʰɛsɯllin	캐슬린
ko_tibellopʰʌ	디벨로퍼
ko_otʰomobil	오토모빌
ko_tat͡ɕʰian	다치안
ko_leɡia	레기아
ko_hwasu	화수
ko_pʰopʰopʰɯ	포포프
ko_pʰɯɾasinsɯkʰa	프라신스카
ko_kʰobɯɾin	코브린
ko_kidʑo	기조
ko_t͡ɕoŋnjʌŋ	종령
ko_aɾɯmabiɾɯ	아르마비르
ko_mieisɯkʰi	미에이스키
ko_tamenobu	다메노부
ko_sjaŋt͡ɕʰin	샹친
ko_sjʌdok̚	셔독
ko_usoba	우소바
ko_pit͡ɕʰini	비치니
ko_pʰetʰɯɾal	페트랄
ko_kuntɛ	군대
ko_pollodin	볼로딘
ko_oitʰosʌn	오이토선
ko_mojokʰo	모요코
ko_wʌdʑɯniak̚	워즈니악
ko_patʰʌsiakʰɯ	바터시아크
ko_simoinaɡun	시모이나군
ko_lusia	루시아
ko_poɾodjukʰɯ	보로듀크
ko_kʰallantɯɾa	칼란드라
ko_hiɾonaɡa	히로나가
ko_moɾeiɾa	모레이라
ko_pʰilhi	필희
ko_adolpʰɯ	아돌프
ko_weʌsɯtʰedɯ	웨어스테드
ko_kinomotʰodʑʌŋ	기노모토정
ko_humikʰo	후미코
ko_paltʰʌboɾɯjansɯ	발터보르얀스
ko_aɾabado	아라바도
ko_kaɾakʰunidakʰe	가라쿠니다케
ko_julliano	율리아노
ko_jamaɡut͡ɕʰisʌn	야마구치선
ko_kʰomalkʰak͈o	코말카꼬
ko_lwʌwi	뤄위
ko_jʌŋhak̚	영학
ko_teai	데아이
ko_t͡ɕʌŋ	정
ko_amaseno	아마세노
ko_lɛmpʰɯlli	램플리
ko_kadʑɯtʰakʰa	가즈타카
ko_tʰjesin	톄신
ko_asaokʰa	아사오카
ko_opʰe	오페
ko_mat͡ɕʰedonsɯkʰi	마체돈스키
ko_t͡ɕʰuniŋ	춘잉
ko_jusupʰɯ	유수프
ko_peɾɯtʰijo	베르티요
ko_haɾue	하루에
ko_amtʰɯɾɛk̚	암트랙
ko_idʑʌntʰi	이전티
ko_altaɾisɯ	알다리스
ko_lokʰasɯ	로카스
ko_huse	후세
ko_laɡonese	라고네세
ko_kʰadʑimiɾɯ	카지미르
