angela,앙겔라,anggelra
bundeskanzleramt,연방총리청,yeonbangcongriceong
rote,붉은,bulgeun
zora,조라,jora
adelsdorf,아델스도르프,adelseudoreupeu
evobus,이보버스,ibobeoseu
wega,베가,bega
alzey,알차이,alcai
ostbahn,동방철도,dongbangceoldo
krisis,크리시스,keurisiseu
angewandte,앙게반테,anggebante
chemie,케미,kemi
chilehaus,칠레하우스,cilrehauseu
magirus,마지루스,majiruseu
wacken,바켄,baken
liqui,리퀴,rikwi
moly,몰리,molri
northeim,노르트하임,noreuteuhaim
burgfriedenspolitik,성내평화정치,seongnaepyeonghwajeongci
germanisches,게르만족,gereumanjog
nationalmuseum,국립박물관,gugribbagmulgwan
leinefeldeworbis,라이네펠데보르비스,rainepeldeboreubiseu
außenring,외곽순환선,oegwagsunhwanseon
eschborn,에슈보른,esyuboreun
intercityexperimental,인터시티엑스페리멘탈,inteositiegseuperimental
soundcloud,사운드클라우드,saundeukeulraudeu
lamy,라미,rami
luckenwalde,루켄발데,rukenbalde
wirecard,와이어카드,waieokadeu
grundig,그룬딕,geurundig
denzlingen,덴츨링겐,denceulringgen
oberschütze,상급사격병,sanggeubsagyeogbyeong
angriff,앙그리프,anggeuripeu
wella,웰라,welra
weltkongress,세계,segye
uiguren,회의,hoeyi
friedrichsruh,프리드리히스루,peurideurihiseuru
kärcher,카처,kaceo
meyer,마이어,maieo
werft,베르프트,bereupeuteu
wormatia,보르마티아,boreumatia
heeresamt,육군청,yuggunceong
heeresführungskommando,육군지도사령부,yuggunjidosaryeongbu
verbandsliga,페어반츠리가,peeobanceuriga
kinder,킨더,kindeo
schokolade,초콜릿,cokolris
olympische,올림픽,olrimpig
geschichte,독일,dogil
internet,인터넷,inteones
governance,거버넌스,geobeoneonseu
forum,포럼,poreom
höfner,호프너,hopeuneo
regionalexpress,레기오날엑스프레스,regionalegseupeureseu
fashion,패션,paesyeon
week,위크,wikeu
hackbraten,미트로프,miteuropeu
roggenbrot,호밀빵,homilbbang
street,스트리트,seuteuriteu
day,데이,dei
eisenbahnunfall,바트아이블링,bateuaibeulring
aibling,사고,sago
campus,캄푸스,kampuseu
nordbahn,북부선,bugbuseon
anhalter,안할트,anhalteu
vorortbahn,근교선,geungyoseon
wannseebahn,반제선,banjeseon
hochbahngesellschaft,호흐반게젤샤프트,hoheubangejelsyapeuteu
spandauer,슈판다우,syupandau
nakam,나캄,nakam
heidekrautbahn,하이데크라우트선,haidekeurauteuseon
flugplatz,가토,gato
gatow,비행장,bihaengjang
stadtbahnanschluss,도심연결선,dosimyeongyeolseon
jestetten,예슈테텐,yesyuteten
lottstetten,로트슈테텐,roteusyuteten
hochrheinbahn,호흐라인선,hoheurainseon
marksburg,막스부르크성,magseubureukeuseong
usedomer,우제도머,ujedomeo
bäderbahn,베더반,bedeoban
vietnamesen,비엣족,biesjog
mediamarktsaturn,메디아마르크트자투른,mediamareukeuteujatureun
delitzsch,델리치,delrici
inter,인터,inteo
eilenburg,아일렌부르크,ailrenbureukeu
tegel,교도소,gyodoso
moabit,교도소,gyodoso
plötzensee,교도소,gyodoso
schifffahrtsmuseum,해양박물관,haeyangbagmulgwan
sicherheitskonferenz,안보회의,anbohoeyi
feinwerkbau,파인베르크바우,painbereukeubau
kriegsverbrechergefängnis,슈판다우,syupandau
spandau,교도소,gyodoso
mathematikervereinigung,수학회,suhaghoe
berlincharlottenburg,샤를로텐부르크,syareulrotenbureukeu
türkgücü,튀르크귀쥐,twireukeugwijwi
kühne,퀴네,kwine
logistics,물류,mulryu
university,대학,daehag
großenkneten,그로셍크네텐,geurosengkeuneten
norddeutschland,북독일,bugdogil
transfermarktde,트랜스퍼마크트,teuraenseupeomakeuteu
fichtelgebirge,피히텔산맥,pihitelsanmaeg
sozialistische,독일,dogil
otterberg,오테베르크,otebereukeu
womanizer,우머나이저,umeonaijeo
astronomische,독일,dogil
gesellschaft,천문학회,ceonmunhaghoe
südwest,쥐트베스트,jwiteubeseuteu
codex,마네세,manese
manesse,법전,beobjeon
wegeleben,베겔레벤,begelreben
hückelhoven,휘켈호벤,hwikelhoben
reeperbahn,리퍼반,ripeoban
gamestar,게임스타,geimseuta
taekwondo,태권도,taegweondo
moskauer,모스크바,moseukeuba
vertrag,조약,joyag
discover,디스커버,diseukeobeo
airlines,항공,hanggong
pascha,파샤,pasya
schwarze,슈바르체,syubareuce
schar,샤르,syareu
lohmar,로마르,romareu
landessternwarte,하이델베르크,haidelbereukeu
heidelbergkönigstuhl,천문대,ceonmundae
mannheimer,만하임,manhaim
sammlung,필리피,pilripi
philippi,컬렉션,keolregsyeon
agentur,연합,yeonhab
flugsicherheit,안전청,anjeonceong
kirkel,키르켈,kireukel
heddesheim,헤데스하임,hedeseuhaim
odenwald,오덴발트산맥,odenbalteusanmaeg
rheinneckarkreis,라인네카어군,rainnekaeogun
weinheim,바인하임,bainhaim
vector,벡터,begteo
informatik,인포매틱,inpomaetig
untergrund,지하조직,jihajojig
marktredwitz,마르크트레트비츠,mareukeuteureteubiceu
swinging,스윙잉,seuwinging
bundeskunstsammlung,분데스쿤스트삼름룽,bundeseukunseuteusamreumrung
englischer,영국,yeonggug
bündnis,자라,jara
altana,알타나,altana
deutschlandticket,도이칠란트티켓,doicilranteutikes
bravo,브라보,beurabo
jettingenscheppach,예팅겐,yetinggen
prenzlau,프렌츨라우,peurenceulrau
frauenkirche,프라우엔키르헤,peurauenkireuhe
european,유러피안,yureopian
transport,트랜스포트,teuraenseupoteu
klassik,고전주의,gojeonjuyi
karlsruher,카를스루에,kareulseurue
kongress,회의,hoeyi
innogames,이노게임스,inogeimseu
süddeutschland,남독일,namdogil
haidhausen,하이트하우젠,haiteuhaujen
schreiner,슈라이너,syuraineo
lanz,란츠,ranceu
karger,카르거,kareugeo
schüler,쉴러,swilreo
hark,하르크,hareukeu
herbig,헤르비그,hereubigeu
höffner,회프너,hoepeuneo
achternbusch,아흐테른부슈,aheutereunbusyu
ude,우데,ude
eschbach,에슈바흐,esyubaheu
schulte,슐테,syulte
clarin,클라린,keulrarin
müllerwiener,뮐러비너,mwilreobineo
kleist,클라이스트,keulraiseuteu
lesch,레쉬,reswi
haupenthal,하우펜탈,haupental
heribert,헤리베르트,heribereuteu
faßbender,파스벤더,paseubendeo
wöller,뵐러,boelreo
göringeckardt,괴링에카르트,goeringekareuteu
collatz,콜라츠,kolraceu
schwarzmann,슈바르츠만,syubareuceuman
hengel,헹겔,henggel
glos,글로스,geulroseu
hackl,하클,hakeul
goller,골러,golreo
unzicker,운치커,uncikeo
brink,브링크,beuringkeu
wilden,빌덴,bilden
rupprath,루프라트,rupeurateu
pofalla,포팔라,popalra
betty,베티,beti
heidler,하이들러,haideulreo
enrico,엔리코,enriko
kern,케른,kereun
höfler,회플러,hoepeulreo
steinbrück,슈타인브뤼크,syutainbeurwikeu
grümmer,그뤼머,geurwimeo
hamacher,하마허,hamaheo
sponer,슈포너,syuponeo
linde,린데,rinde
buchner,부흐너,buheuneo
völz,뵐츠,boelceu
frith,프리트,peuriteu
schlitte,슐리테,syulrite
scheidel,샤이델,syaidel
danne,다네,dane
burkert,부르케르트,bureukereuteu
röttgen,뢰트겐,roeteugen
klösel,클뢰젤,keulroejel
blanke,블랑케,beulrangke
goltz,골츠,golceu
strittmatter,슈트리트마터,syuteuriteumateo
bodewig,보데비히,bodebihi
trüpel,트뤼펠,teurwipel
marckevin,마르크케빈,mareukeukebin
goellner,괼너,goelneo
cem,젬,jem
özdemir,외즈데미르,oejeudemireu
karoli,카롤리,karolri
roters,로터스,roteoseu
schmidhuber,슈미트후버,syumiteuhubeo
rühmkorf,륌코르프,rwimkoreupeu
jaki,야키,yaki
liebezeit,리베차이트,ribecaiteu
rühl,륄,rwil
ampler,암플러,ampeulreo
drewermann,드레버만,deurebeoman
lötzsch,뢰치,roeci
weichmann,바이히만,baihiman
inge,잉게,ingge
borkh,보르크,boreukeu
heckmann,헤크만,hekeuman
rellstab,렐슈타프,relsyutapeu
waigel,바이겔,baigel
welte,벨테,belte
ewald,에발트,ebalteu
perron,페론,peron
gunst,군스트,gunseuteu
schlegelberger,슐레겔베르거,syulregelbereugeo
prüfer,프뤼퍼,peurwipeo
deibler,다이블러,daibeulreo
stephanie,슈테파니,syutepani
storp,슈토르프,syutoreupeu
tomas,토마스,tomaseu
behrend,베렌트,berenteu
naumann,노이만,noiman
roller,롤러,rolreo
windt,빈트,binteu
musgrave,머그스레이브,meogeuseureibeu
bechtolsheim,베히톨스하임,behitolseuhaim
fanny,파니,pani
chmelar,슈멜라르,syumelrareu
krosigk,크로지크,keurojikeu
dregger,드레거,deuregeo
marieelisabeth,마리엘리자베트,marielrijabeteu
lüders,뤼더스,rwideoseu
stanggassinger,슈탕가싱거,syutanggasinggeo
eichel,아이헬,aihel
däublergmelin,도이블러그멜린,doibeulreogeumelrin
leutheusserschnarrenberger,로이트호이서슈나렌베르거,roiteuhoiseosyunarenbereugeo
altig,알티히,altihi
weidt,바이트,baiteu
rittner,리트너,riteuneo
stoltenberg,슈톨텐베르크,syutoltenbereukeu
ollenhauer,올렌하워,olrenhaweo
struck,슈트루크,syuteurukeu
cilly,실리,silri
aussem,아우셈,ausem
esmarch,에스마르흐,eseumareuheu
leber,레버,rebeo
wörndl,뵈른들,boereundeul
reichelt,라이헬트,raihelteu
engholm,엥홀름,engholreum
trump,트럼프,teureompeu
balck,발크,balkeu
renoth,레노트,renoteu
marcus,마르쿠스,mareukuseu
wader,바더,badeo
schwethelm,슈베텔름,syubetelreum
hasso,하소,haso
manteuffel,만토이펠,mantoipel
kaiuwe,카이우베,kaiube
hassel,하셀,hasel
felfe,펠페,pelpe
möllemann,묄레만,moelreman
ringstorff,링스토르프,ringseutoreupeu
novy,노비,nobi
pähtz,페츠,peceu
study,슈투디,syutudi
sauerbruch,자워브루흐,jaweobeuruheu
emmelmann,에멜만,emelman
matthöfer,마트회퍼,mateuhoepeo
carluwe,카를우베,kareulube
steeb,슈테프,syutepeu
blank,블랑크,beulrangkeu
jauch,야우흐,yauheu
kneser,크네저,keunejeo
schmude,슈무데,syumude
gmelin,크멜린,keumelrin
unger,웅거,unggeo
thienemann,티네만,tineman
meike,마이케,maike
babel,바벨,babel
ricki,리키,riki
osterthun,오스테르툰,oseutereutun
hainer,하이너,haineo
arlt,아를트,areulteu
schlütter,슐뤼터,syulrwiteo
filbrich,필브리히,pilbeurihi
kaschnitz,카슈니츠,kasyuniceu
pischetsrieder,피셰츠리더,pisyeceurideo
röber,뢰버,roebeo
stobbe,슈토베,syutobe
kasimir,카시미르,kasimireu
sybel,지벨,jibel
pintscher,핀처,pinceo
fest,페스트,peseuteu
strutz,슈트루츠,syuteuruceu
vogl,포글,pogeul
gerst,게르스트,gereuseuteu
fanck,팡크,pangkeu
wendl,벤들,bendeul
voßkuhle,포스쿨레,poseukulre
fendt,펜트,penteu
fließ,플리스,peulriseu
rensch,렌슈,rensyu
luck,루크,rukeu
meiwes,마이베스,maibeseu
ehmke,엠케,emke
falkenhausen,팔켄하우젠,palkenhaujen
maizière,메지에르,mejiereu
rethberg,레트베르크,reteubereukeu
foertsch,푀르치,poereuci
cejka,체이카,ceika
hartz,하르츠,hareuceu
liesel,리젤,rijel
junkermann,융커만,yungkeoman
eppler,에플러,epeulreo
rosemarie,로제마리,rojemari
rödl,뢰들,roedeul
gazsi,가지,gaji
edelgard,에델가르트,edelgareuteu
bulmahn,불만,bulman
shah,샤,sya
hanschristoph,한스크리스토프,hanseukeuriseutopeu
seebohm,제봄,jebom
grönefeld,그뢰네펠트,geuroenepelteu
krone,크로네,keurone
dohm,돔,dom
halmich,할미히,halmihi
thierse,티르제,tireuje
femerling,페멀링,pemeolring
stuhlinger,슈툴링거,syutulringgeo
lücke,뤼케,rwike
curd,쿠르트,kureuteu
jürgens,위르겐스,wireugenseu
shawn,숀,syon
bradley,브래들리,beuraedeulri
rupert,루페르트,rupereuteu
höcherl,회헤를,hoehereul
raimund,라이문트,raimunteu
harmstorf,하름슈토르프,hareumsyutoreupeu
hessendarmstadt,빅토리아,bigtoria
platzeck,플라체크,peulracekeu
annemarie,아네마리,anemari
renger,렝거,renggeo
hary,하리,hari
goebel,괴벨,goebel
stolpe,슈톨페,syutolpe
ska,스카,seuka
akif,아키프,akipeu
pirinçci,프린치지,peurinciji
hansheinrich,한스하인리히,hanseuhainrihi
sievert,지베르트,jibereuteu
poppendick,포펜디크,popendikeu
heil,하일,hail
lamprecht,람프레히트,rampeurehiteu
käte,케테,kete
strobel,슈트로벨,syuteurobel
lingen,링겐,ringgen
tschechowa,체호바,cehoba
vera,베라,bera
badelt,바델트,badelteu
hannawald,하나발트,hanabalteu
lippok,리포크,ripokeu
ricco,리코,riko
barschel,바르셸,bareusyel
straub,슈트라우프,syuteuraupeu
töpfer,퇴퍼,toepeo
tellkamp,텔캄프,telkampeu
belting,벨팅,belting
liebert,리버베르트,ribeobereuteu
schavan,샤반,syaban
meysel,마이젤,maijel
lauth,라우트,rauteu
thrun,쓰런,sseureon
mappus,마푸스,mapuseu
oettinger,외팅거,oetinggeo
späth,슈파트,syupateu
glass,글라스,geulraseu
funke,풍케,pungke
hanika,하니카,hanika
haseloff,하셀로프,haselropeu
eppelmann,에펠만,epelman
cédric,세드리크,sedeurikeu
makiadi,마키아디,makiadi
süssmuth,쥐스무트,jwiseumuteu
güllich,귈리히,gwilrihi
grunwald,그룬발트,geurunbalteu
münzenberg,뮌첸베르크,mwincenbereukeu
doldinger,돌딩거,doldinggeo
felicitas,펠리시타스,pelrisitaseu
woll,볼,bol
harteros,하르테로스,hareuteroseu
hogefeld,호게펠트,hogepelteu
geyr,가이어,gaieo
schweppenburg,슈페펜베르크,syupepenbereukeu
guildo,길도,gildo
basilea,바질레아,bajilrea
mundry,문드리,mundeuri
sylke,질케,jilke
prosser,프로서,peuroseo
kempka,켐프카,kempeuka
spiegelburg,슈피겔부르크,syupigelbureukeu
sadler,새들러,saedeulreo
schlickenrieder,슐리켄리더,syulrikenrideo
march,마르히,mareuhi
reister,라이스터,raiseuteo
bunge,붕게,bungge
hilbig,힐빅,hilbig
uhde,우데,ude
reimer,라이머,raimeo
weinrich,바인리히,bainrihi
kapp,카프,kapeu
michaela,미하엘라,mihaelra
lesser,레서,reseo
schöne,아름다운,areumdaun
hellwig,헬비히,helbihi
therese,테레제,tereje
giehse,기제,gije
mandala,만다라,mandara
tayde,테이데,teide
peterjürgen,페터위르겐,peteowireugen
boock,보크,bokeu
uschi,우시,usi
disl,디즐,dijeul
polter,폴터,polteo
ansorge,안조르게,anjoreuge
stich,슈티히,syutihi
wellmer,벨머,belmeo
rădulescu,러둘레스쿠,reodulreseuku
patrik,파트리크,pateurikeu
kühnen,퀴넨,kwinen
wötzel,뵈첼,boecel
prinosil,프리노질,peurinojil
nohl,놀,nol
pflug,플루크,peulrukeu
sinner,지너,jineo
gaby,가비,gabi
bußmann,부스만,buseuman
uhlmann,울만,ulman
ilija,일리야,ilriya
trojanow,트로야노프,teuroyanopeu
kröwerath,크뢰베라트,keuroeberateu
karsten,카르스텐,kareuseuten
braasch,브라슈,beurasyu
treut,트로이트,teuroiteu
dautzenberg,다우첸베르크,daucenbereukeu
fürbringer,퓌르브링거,pwireubeuringgeo
galuba,갈루바,galruba
zoecke,최케,coeke
glöckner,글뢰크너,geulroekeuneo
mischa,미샤,misya
niebel,니벨,nibel
holzdeppe,홀츠데페,holceudepe
onnen,오넨,onen
giesler,기슬러,giseulreo
streibl,슈트라이블,syuteuraibeul
mady,마디,madi
rahl,랄,ral
kubusch,쿠부슈,kubusyu
zechmeister,체흐마이스터,ceheumaiseuteo
stev,슈테프,syutepeu
theloke,텔로케,telroke
eckert,에케르트,ekereuteu
schlierkamp,슐리에르캄프,syulriereukampeu
patric,파트리크,pateurikeu
maras,마라스,maraseu
pogge,포게,poge
valeri,발레리,balreri
brainin,브라이닌,beurainin
sollmann,졸만,jolman
grimmer,그리머,geurimeo
ariane,아리아네,ariane
meeuw,메우,meu
darga,다르가,dareuga
rohwedder,로베더,robedeo
lüdemann,뤼데만,rwideman
veit,바이트,baiteu
harlan,할란,halran
klump,클룸프,keulrumpeu
dotcom,닷컴,daskeom
rossner,로스너,roseuneo
dompert,돔페르트,dompereuteu
bittner,비트너,biteuneo
marlene,마를레네,mareulrene
beringer,베링거,beringgeo
buchloh,부흘로,buheulro
moralt,모랄트,moralteu
leinen,라이넨,rainen
pampel,팜펠,pampel
schönfelder,쇤펠더,soenpeldeo
metzinger,메칭거,mecinggeo
jussupow,유수포프,yusupopeu
hächer,헤허,heheo
palm,팔름,palreum
kruppa,크루파,keurupa
janin,야닌,yanin
evi,에비,ebi
sachenbacherstehle,자헨바허슈텔레,jahenbaheosyutelre
greiss,그라이스,geuraiseu
lowitz,로비츠,robiceu
seidel,자이델,jaidel
hewel,헤벨,hebel
helfferich,헬페리히,helperihi
prinzhorn,프린츠호른,peurinceuhoreun
tübke,튑케,twibke
etzel,에첼,ecel
simrock,짐로크,jimrokeu
leuwerik,로이베리크,roiberikeu
küblböck,퀴블뵈크,kwibeulboekeu
ziemann,치만,ciman
oetker,외트커,oeteukeo
daniela,다니엘라,danielra
liebs,리프스,ripeuseu
ande,안데,ande
madelung,마델룽,madelrung
gernhardt,게른하르트,gereunhareuteu
kauder,카우더,kaudeo
fitzek,피체크,picekeu
ron,론,ron
spanuth,슈파누트,syupanuteu
bianka,비앙카,biangka
lamade,라마데,ramade
brinz,브린츠,beurinceu
rexrodt,렉스로트,regseuroteu
welp,벨프,belpeu
gronert,그로네르트,geuronereuteu
hellwege,헬베게,helbege
steinbuch,슈타인부흐,syutainbuheu
dreekmann,드레크만,deurekeuman
liebing,리빙,ribing
schlegel,슐레겔,syulregel
ausländer,아우슬렌더,auseulrendeo
biedenkopf,비덴코프,bidenkopeu
meierhöck,마이어회크,maieohoekeu
schleich,슐라이히,syulraihi
kindlmann,킨들만,kindeulman
ohlbrecht,올브레히트,olbeurehiteu
sosniok,소스니오크,soseuniokeu
hoffmannswaldau,호프만슈발다우,hopeumansyubaldau
böhmer,뵈머,boemeo
dorpmüller,도르프뮐러,doreupeumwilreo
clement,클레멘트,keulrementeu
everts,에버츠,ebeoceu
uzi,우지엘,ujiel
gal,갈,gal
schwanitz,슈바니츠,syubaniceu
bott,보트,boteu
hölzl,횔츨,hoelceul
kunert,쿠네르트,kunereuteu
helten,헬텐,helten
krechel,크레헬,keurehel
arnolt,아르놀트,areunolteu
blab,블라프,beulrapeu
raddatz,라다츠,radaceu
tetzlaff,테츨라프,teceulrapeu
buback,부바크,bubakeu
riglewski,리글레프스키,rigeulrepeuseuki
momper,몸퍼,mompeo
kohlmann,콜만,kolman
arndt,아른트,areunteu
kohdekilsch,코데킬슈,kodekilsyu
wolke,볼케,bolke
hegenbarth,하겐바르트,hagenbareuteu
weissenberger,바이센베르거,baisenbereugeo
stäckel,슈테켈,syutekel
bertha,베르타,bereuta
pappenheim,파펜하임,papenhaim
emmrich,엠리히,emrihi
stéphane,스테판,seutepan
schätzing,셰칭,syecing
hamel,하멜,hamel
knopp,크노프,keunopeu
susi,수지,suji
erdmann,에르트만,ereuteuman
spranger,슈프랑거,syupeuranggeo
dytrt,디트르트,diteureuteu
blumenberg,블루멘베르크,beulrumenbereukeu
bödding,뵈딩,boeding
müllerarmack,뮐러아르마크,mwilreoareumakeu
schrencknotzing,슈렝크노칭,syurengkeunocing
assmann,아스만,aseuman
mondi,몬디,mondi
bangemann,방게만,banggeman
schultze,슐체,syulce
veith,파이트,paiteu
kröger,크뢰거,keuroegeo
heißler,하이슬러,haiseulreo
wank,방크,bangkeu
sommerfeldt,조머펠트,jomeopelteu
huck,후크,hukeu
bitter,비터,biteo
meidner,마이드너,maideuneo
ulla,울라,ulra
brockhöft,브로크회프트,beurokeuhoepeuteu
karbacher,카르바허,kareubaheo
hückel,휘켈,hwikel
harnisch,하르니슈,hareunisyu
