thomas,托马斯
pfarrweisach,普法尔韦萨赫
püchersreuth,皮谢斯罗伊特
segnitz,塞格尼茨
mayen,迈恩
quickborn,奎克博恩
brunsbüttel,布伦斯比特尔
großregion,萨洛卢
oberirsen,上伊尔森
roßtal,罗斯塔尔
kuchelmiß,库赫尔米斯
pliening,普利宁
teldau,泰尔道
ammersbek,阿默斯贝克
mantel,曼特尔
barbing,巴尔宾
bernhardswald,贝恩哈茨瓦尔德
reichsrundfunkgesellschaft,帝国广播公司
ammerthal,阿默塔尔
frauenau,弗劳厄瑙
gotteszell,戈特斯采尔
ammerndorf,阿默恩多夫
ratshausen,拉茨豪森
ammerbuch,阿默布赫
helmstadt,黑尔姆施塔特
warmensteinach,瓦门施泰纳赫
windorf,温多夫
waghäusel,瓦格霍伊瑟尔
ruhmannsfelden,鲁曼斯费尔登
oberpöring,上珀灵
reichertshausen,赖谢茨豪森
schmalkalden,施马尔卡尔登
drachselsried,德拉赫瑟尔斯里德
patersdorf,帕特斯多夫
fuchstal,富克斯塔尔
flohseligenthal,弗洛塞利根塔尔
uebigauwahrenbrück,于比高瓦伦布吕克
hemmingstedt,黑明施泰特
wendelstein,文德尔施泰因
poppenricht,波彭里希特
wolpertswende,沃尔珀茨文德
porzellansammlung,德累斯顿瓷器收藏馆
hollenbach,霍伦巴赫
fredenbeck,弗雷登贝克
pfinztal,普芬茨塔尔
gaggenau,加格瑙
möckmühl,默克米尔
burgfriedenspolitik,城堡和平
schmidmühlen,施米德米伦
ebrach,埃布拉赫
leingarten,莱恩加滕
malente,马伦特
monheim,蒙海姆
grevesmühlen,格雷沃斯米伦
bleicherode,布莱谢罗德
niederschönenfeld,下舍嫩费尔德
maihingen,迈英根
biberkopf,比伯山
hoppstädtenweiersbach,霍普施泰滕魏尔斯巴赫
oberoppurg,上奥普格
oberhof,奥伯霍夫
hohenwart,霍恩瓦特
thüngen,廷根
schweitenkirchen,施韦滕基兴
reichertshofen,赖谢茨霍芬
ilmmünster,伊尔明斯特
rudolstadt,鲁多尔施塔特
pahlen,帕伦
manhagen,曼哈根
lützen,吕岑
barmstedt,巴姆施泰特
hohenmölsen,霍恩默尔森
anzing,安青
albbruck,阿尔布鲁克
apfeldorf,阿普弗尔多夫
arnschwang,阿恩施旺
attenweiler,阿滕韦勒
amorbach,阿莫巴赫
nördlingen,讷德林根
allstedt,阿尔施泰特
pfakofen,普法科芬
pielenhofen,皮伦霍芬
erbendorf,埃本多夫
langenwetzendorf,朗根韦岑多夫
aresing,阿雷辛
langewiesen,朗格维森
wildetaube,维尔德陶贝
bunde,本德
eltmann,埃尔特曼
wittislingen,维蒂斯林根
dettelbach,代特尔巴赫
lauterhofen,劳特霍芬
ebermannstadt,埃伯曼施塔特
clausthalzellerfeld,克劳斯塔尔采勒费尔德
weener,韦讷
löwenstein,勒文施泰因
kolkwitz,科尔克维茨
angermünde,安格尔明德
arnstein,阿恩施泰因
andernach,安德纳赫
daimlerreitwagen,戴姆勒摩托车
weisendorf,魏森多夫
gefrees,格夫雷斯
egglkofen,埃格尔科芬
wiesthal,维斯塔尔
nonnenhorn,农嫩霍恩
weyarn,韦亚恩
ellingen,埃林根
schmatzin,施马钦
waakirchen,瓦基兴
sondershausen,松德斯豪森
gollhofen,戈尔霍芬
arnis,阿尼斯
ochsenhausen,奥克森豪森
andenhausen,安登豪森
sünching,辛兴
peenemünde,佩讷明德
hettenshausen,黑滕斯豪森
wonfurt,翁富特
seybothenreuth,赛博滕罗伊特
obernbreit,奥伯恩布赖特
kleinwallstadt,小瓦尔施塔特
kallmünz,卡尔明茨
ruderting,鲁德廷
nassenfels,纳森费尔斯
hintertiefenbach,后蒂芬巴赫
kasendorf,卡森多夫
bargstedt,巴格施泰特
steinsfeld,施泰因斯费尔德
trabitz,特拉比茨
marktschorgast,马克特绍尔加斯特
breitenberg,布赖滕贝格
untergriesbach,下格里斯巴赫
karlum,卡尔卢姆
joldelund,约尔德伦德
frohnhofen,弗龙霍芬
schierling,希灵
tegernheim,泰根海姆
rentweinsdorf,伦特韦恩斯多夫
oerel,厄勒尔
vierden,菲尔登
berngau,贝恩高
rotthalmünster,罗塔尔明斯特尔
tittling,蒂特灵
oedheim,厄德海姆
thüngersheim,廷格斯海姆
klanxbüll,克兰克斯比尔
ockholm,奥克霍尔姆
ladelund,拉德伦德
bramstedtlund,布拉姆施泰特伦德
schönewalde,舍讷瓦尔德
marktbreit,马克特布赖特
pfreimd,普夫赖姆德
geismar,盖斯马尔
eutin,奥伊廷
hofgeismar,霍夫盖斯马尔
weidenberg,魏登贝格
peiting,派廷
rottenbuch,罗滕布赫
braunlage,布劳恩拉格
aufhausen,奥夫豪森
arendsee,阿伦德塞
apolda,阿波尔达
starkenberg,施塔肯贝格
weißendorf,魏森多夫
kelbra,凯尔布拉
geisa,盖萨
eckernförde,埃肯弗德
lunzig,伦齐希
korbußen,科尔布森
bethenhausen,贝滕豪森
crimla,克里姆拉
göllnitz,格尔尼茨
lindenkreuz,林登克罗伊茨
kalbe,卡尔伯
mehna,梅纳
brahmenau,布拉默瑙
ellhofen,埃尔霍芬
weißenohe,魏森奥厄
kirsbach,基尔斯巴赫
simmertal,锡默塔尔
reichstädt,赖希施泰特
harrislee,哈里斯莱
luckau,卢考
wiedenborstel,维登博斯特尔
rheinau,莱瑙
kölleda,克莱达
emmelshausen,埃默尔斯豪森
bacharach,巴哈拉赫
reinfeld,赖恩费尔德
großbieberau,大比伯劳
wolfhagen,沃尔夫哈根
strausberg,施特劳斯贝格
baarebenhausen,巴尔埃本豪森
engesande,恩格桑德
drogen,德罗根
hundhaupten,洪德豪普滕
anderlingen,安德林根
arnstadt,阿恩施塔特
diekhof,迪克霍夫
langenwolschendorf,朗根沃尔申多夫
buttelstedt,布特尔施泰特
blankenhain,布兰肯海恩
heeslingen,黑斯林根
burweg,布尔韦格
laboe,拉伯
titting,蒂廷
wetschen,韦辰
seeshaupt,塞斯豪普特
schrobenhausen,施罗本豪森
oberasbach,上阿斯巴赫
eydelstedt,艾德尔施泰特
barnstorf,巴恩斯托夫
padingbüttel,帕丁比特尔
tarmstedt,塔姆施泰特
hemau,黑毛
arnbruck,阿恩布鲁克
nottensdorf,诺滕斯多夫
schwandorf,施万多夫
bischofsmais,比绍夫斯迈斯
rechtsupweg,雷希茨乌普韦格
pottenstein,波滕施泰因
volkach,福尔卡赫
geretsried,盖雷茨里德
querfurt,奎尔富特
egeln,埃格尔恩
clingen,克林根
ellrich,埃尔里希
freinsheim,弗赖恩斯海姆
krautheim,克劳特海姆
prackenbach,普拉肯巴赫
mintraching,明特拉兴
böbrach,伯布拉赫
lappersdorf,拉珀斯多夫
hagelstadt,哈格尔施塔特
wolfsegg,沃尔夫斯埃格
krempe,克伦珀
kranichfeld,克拉尼希费尔德
großlangheim,大朗海姆
krumbach,施瓦本地区克伦巴赫
pettendorf,佩滕多夫
wenzenbach,文岑巴赫
baunach,包纳赫
tornesch,托尔内施
gräfendorf,格雷芬多夫
höhenkirchensiegertsbrunn,赫恩基兴锡格茨布伦
werben,易北河畔韦尔本
saalburgebersdorf,萨尔堡埃伯斯多夫
fritzlar,弗里茨拉尔
winterlingen,温特林根
mötzing,默青
köfering,克弗灵
obertraubling,上特劳布灵
regenstauf,雷根施陶夫
thalmassing,塔尔马辛
sinzing,辛青
ochsenfurt,奥克森富特
haar,哈尔
scheinfeld,沙因费尔德
nittendorf,尼滕多夫
mainbernheim,美因贝恩海姆
gräfelfing,格雷弗尔芬
themar,特马尔
wiehe,维厄
riekofen,里科芬
elbeparey,易北帕赖
senftenberg,森夫滕贝格
pfatter,普法特
dinkelsbühl,丁克尔斯比尔
neukirchen,诺伊基兴
roigheim,罗伊格海姆
schleusingen,施洛伊辛根
mindelheim,明德尔海姆
attenkirchen,阿滕基兴
mittelbiberach,米特尔比伯拉赫
freirachdorf,弗赖拉赫多夫
lohne,洛讷
kastellaun,卡斯特劳恩
schwendi,施文迪
klettgau,克莱特高
rühstädt,吕施泰特
hardheim,哈德海姆
teningen,泰宁根
schuttertal,舒特塔尔
strullendorf,施特鲁伦多夫
sulzemoos,苏尔策莫斯
schongau,雄高
elze,埃尔策
berkoth,贝尔科特
thumby,通比
andervenne,安德文讷
pentling,彭特灵
haldenwang,哈尔登旺
neuenmarkt,诺伊恩马克特
wilhelmsthal,威廉斯塔尔
salzweg,萨尔茨韦格
laaber,拉伯
kanzach,坎察赫
rüdenau,吕德瑙
gemmingen,盖明根
wesselburen,韦瑟尔布伦
oberhaching,上哈兴
lauscha,劳沙
meuselwitz,莫伊塞尔维茨
könnern,肯嫩
lütjenholm,吕特延霍尔姆
braderup,布拉德鲁普
leinefeldeworbis,莱讷费尔德沃尔比斯
todendorf,托登多夫
sönnebüll,森讷比尔
gremersdorf,格雷默斯多夫
beilstein,拜尔施泰因
blieskastel,布利斯卡斯特尔
stadum,施塔杜姆
kuppenheim,库彭海姆
laufach,劳法赫
kirchardt,基尔夏特
lexgaard,莱克斯加尔德
bötzingen,伯青根
wutach,武塔赫
dachsberg,达赫斯贝格
reckendorf,雷肯多夫
untermerzbach,下梅尔茨巴赫
hemmersheim,黑默斯海姆
heimbuchenthal,海姆布亨塔尔
bubsheim,布布斯海姆
veitsbronn,法伊茨布龙
hilgertshausentandern,希尔格茨豪森坦登
neustadtglewe,诺伊施塔特格莱沃
waldeck,瓦尔代克
langquaid,朗奎德
winkelhaid,温克尔海德
herschbroich,黑尔施布罗赫
ingoldingen,英戈尔丁根
allmannsweiler,阿尔曼斯韦勒
wiemersdorf,维默斯多夫
neukloster,诺伊克洛斯特
henfenfeld,亨芬费尔德
hohenlinden,霍恩林登
wolnzach,沃尔恩察赫
scheyern,沙伊恩
jetzendorf,耶岑多夫
dürmentingen,迪门廷根
alleshausen,阿莱斯豪森
seinsheim,赛恩斯海姆
andisleben,安迪斯莱本
thyrnau,蒂尔瑙
heinersreuth,海讷斯罗伊特
marktrodach,马克特罗达赫
gerolzhofen,盖罗尔茨霍芬
westerstede,韦斯特施泰德
norden,诺尔登
templin,滕普林
gardelegen,加尔德莱根
wolgast,沃尔加斯特
haßfurt,哈斯富特
bismarckdenkmal,俾斯麦纪念碑
lonsee,隆塞
grundsheim,格伦茨海姆
engelthal,恩格尔塔尔
gelchsheim,盖尔希斯海姆
graben,格拉本
nindorf,宁多夫
heppenheim,黑彭海姆
balderschwang,巴尔德施旺
krumstedt,克鲁姆施泰特
ottensoos,奥滕索斯
weddelbrook,韦德尔布罗克
oberaudorf,上奥多夫
basketballbundesliga,篮球联邦联赛
westerheim,韦斯特海姆
neenstetten,嫩施泰滕
staig,施泰格
ballrechtendottingen,巴尔雷希滕多廷根
gottenheim,戈滕海姆
kaltenkirchen,卡尔滕基兴
simmershofen,锡默斯霍芬
bindlach,宾德拉赫
münchsteinach,明希施泰纳赫
nordhalben,北哈尔本
oberickelsheim,上伊克尔斯海姆
heidgraben,海德格拉本
hermeskeil,黑默斯凯尔
buggingen,布京根
uttenweiler,乌滕韦勒
westerborstel,西博斯特尔
norderwöhrden,北沃尔登
betzenweiler,贝岑韦勒
erolzheim,埃罗尔茨海姆
obermarchtal,上马希塔尔
unterstadion,下施塔迪翁
nellingen,内林根
griesingen,格里辛根
schnürpflingen,施尼尔普夫林根
kaub,考布
rednitzhembach,雷德尼茨亨巴赫
trabentrarbach,特拉本特拉巴赫
kleinlangheim,小朗海姆
gutenstetten,古滕施泰滕
winzer,温策尔
steinwiesen,施泰因维森
großenseebach,大塞巴赫
nordendorf,诺登多夫
niederalteich,下阿尔特艾希
kyritz,基里茨
oberthulba,上图尔巴
tittmoning,蒂特莫宁
nidderau,尼德奥
hohensülzen,霍恩叙尔岑
kelheim,凯尔海姆
helmbrechts,黑尔姆布雷希茨
pasewalk,帕瑟瓦尔克
münsterhausen,明斯特豪森
varrel,法勒尔
dörverden,德费登
kaisheim,凯斯海姆
kaltental,卡尔滕塔尔
emmendingen,埃门丁根
oberkirch,奥伯基希
obernzenn,奥伯恩采恩
pößneck,珀斯内克
calbe,萨勒河畔卡尔伯
leuna,洛伊纳
mainaschaff,美因阿沙夫
emskirchen,埃姆斯基兴
pogeez,波盖茨
sassnitz,萨斯尼茨
gelsenkirchenbuer,布尔
gewandhaus,莱比锡布商大厦
braunsbedra,布劳恩斯贝德拉
langerringen,朗格林根
ostrohe,奥斯特罗厄
fahrenkrug,法伦克鲁格
kupferberg,库普弗贝格
weida,魏达
spaichingen,施派兴根
geesthacht,盖斯特哈赫特
mözen,默岑
weißenthurm,魏森图尔姆
hillgroven,希尔格罗文
semlow,塞姆洛
unlingen,温林根
heuweiler,霍伊韦勒
mittelstetten,米特尔施泰滕
ippesheim,伊珀斯海姆
pilsach,皮尔萨赫
stadtroda,施塔特罗达
meisenheim,迈森海姆
ittlingen,伊特林根
friedenweiler,弗里登韦勒
mössingen,默辛根
braunfels,布劳恩费尔斯
wallenstein,华伦斯坦
ilsfeld,伊尔斯费尔德
erdweg,埃德韦格
hechingen,黑兴根
burghaun,布格豪恩
neckargerach,内卡盖拉赫
ruhla,于拉
ebeleben,埃伯莱本
staffhorst,施塔夫霍斯特
vahlde,法尔德
oberottmarshausen,上奥特马斯豪森
grömitz,格勒米茨
oberhilbersheim,上希尔伯斯海姆
gelnhausen,盖尔恩豪森
kösching,克兴
weißenhorn,魏森霍恩
minheim,明海姆
traventhal,特拉文塔尔
guben,古本
karlskron,卡尔斯克龙
mömlingen,默姆林根
tonna,通纳
seesen,塞森
hövede,赫沃德
olsdorf,奥尔斯多夫
ipsheim,伊普斯海姆
diespeck,迪斯佩克
illesheim,伊勒斯海姆
bürstadt,比尔施塔特
lorsch,洛尔施
neunkhausen,诺因克豪森
bersenbrück,贝森布吕克
dragun,德拉贡
baumholder,鲍姆霍尔德
oschersleben,奥舍斯莱本
birkenfeld,比肯费尔德
neubulach,新布拉赫
varel,法勒尔
dietersheim,迪特斯海姆
tännesberg,滕讷斯贝格
buttstädt,布特施泰特
friedrichroda,腓特烈罗达
spatzenhausen,施帕岑豪森
uehlfeld,于尔费尔德
oberscheinfeld,上沙因费尔德
moringen,莫林根
tengen,滕根
schwabhausen,施瓦布豪森
staßfurt,施塔斯富特
bruchhausen,布鲁赫豪森
fleckeby,弗莱克比
wittenberge,维滕贝格
hummelfeld,胡默尔费尔德
biesenthal,比森塔尔
scharbeutz,沙尔博伊茨
bretten,布雷滕
hagenbach,哈根巴赫
großenbrode,格罗森布罗德
sellin,塞林
wunsiedel,文西德尔
dannenberg,丹嫩贝格
wildflecken,维尔德弗莱肯
mistelgau,米斯特尔高
plön,普伦
baudenbach,包登巴赫
hohenbrunn,霍恩布伦
unterammergau,下阿默高
chamerau,卡默劳
waldshuttiengen,瓦尔茨胡特廷根
karlshuld,卡尔斯胡尔德
waldkirch,瓦尔德基希
scheidegg,沙伊德格
aulendorf,奥伦多夫
rathenow,拉特诺
wandlitz,万德利茨
rehburgloccum,雷堡洛库姆
dienstauszeichnung,国防军长期服役奖章
gernsbach,盖恩斯巴赫
heiligengrabe,海利根格拉伯
riesweiler,里斯韦勒
herdorf,黑尔多夫
burg,贝格
idstein,伊德施泰因
waake,瓦克
daisendorf,代森多夫
pfronten,普夫龙滕
tangermünde,唐格明德
quakenbrück,夸肯布吕克
rinteln,林特尔恩
northeim,诺特海姆
haselünne,哈瑟林讷
schwifting,施维夫廷
gützkow,居茨科
unkel,翁克尔
gengenbach,根根巴赫
titiseeneustadt,蒂蒂塞诺伊施塔特
bierpinsel,啤酒刷
hummeltal,胡默尔塔尔
südergellersen,南盖勒森
duderstadt,杜德施塔特
hambrücken,汉布吕肯
lottstetten,洛特施泰滕
walsrode,瓦尔斯罗德
hepstedt,黑普施泰特
odisheim,奥迪斯海姆
reichling,赖希灵
weissach,魏萨赫
ubstadtweiher,乌布施塔特魏尔
gyhum,居胡姆
balje,巴尔耶
philippsreut,菲利普斯罗伊特
preetz,普雷茨
berne,伯恩
bühl,比尔
hemsbünde,黑姆斯宾德
burgsalach,布格萨拉赫
brunnen,布伦嫩
karlsdorfneuthard,卡尔斯多夫诺伊塔德
kürnbach,屈恩巴赫
dettenheim,代滕海姆
pfofeld,普福费尔德
kraichtal,克赖希塔尔
sonneberg,索纳贝格
rheinstetten,莱茵施泰滕
höttingen,赫廷根
theilenhofen,泰伦霍芬
haundorf,豪恩多夫
hoechst,赫斯特公司
waldbronn,瓦尔德布龙
marxzell,马克思采尔
linkenheimhochstetten,林肯海姆霍赫施泰滕
oberderdingen,上代丁根
sulzfeld,苏尔茨费尔德
neusitz,诺伊西茨
oberndorf,奥伯恩多夫
neukamperfehn,新坎珀芬
hilpoltstein,希尔波尔特施泰因
mainstockheim,美因施托克海姆
rimpar,林帕尔
boppard,博帕德
calvörde,卡尔弗德
oymittelberg,奥伊米特尔贝格
hohenleuben,霍恩洛伊本
obhausen,奥布豪森
liebenau,利伯瑙
hetzerath,黑策拉特
großaitingen,大艾廷根
edelsfeld,埃德尔斯费尔德
waffenbrunn,瓦芬布伦
walderbach,瓦尔德巴赫
deiningen,代宁根
etzelwang,埃策尔旺
schöllkrippen,舍尔克里彭
moorenweis,莫伦韦斯
hiltenfingen,希尔滕芬根
oberreichenbach,上赖兴巴赫
wildpoldsried,维尔德波尔茨里德
weibersbrunn,魏伯斯布伦
diepholz,迪普霍尔茨
meldorf,梅尔多夫
immendingen,伊门丁根
bornhöved,博恩赫沃德
stettfeld,施泰特费尔德
lenting,伦廷
kutenholz,库滕霍尔茨
trossingen,特罗辛根
sottrum,索特鲁姆
ruppertshofen,鲁珀茨霍芬
meinheim,迈恩海姆
kronau,克罗瑙
gondelsheim,贡德尔斯海姆
nobitz,诺比茨
nennslingen,嫩斯林根
karlsbad,卡尔斯巴德
wirges,维尔格斯
chilehaus,智利大楼
burgwedel,布格韦德尔
visselhövede,菲瑟尔赫沃德
albersdorf,阿尔伯斯多夫
banzkow,班茨科
thaining,泰宁
drebber,德雷伯
bliedersdorf,布利德斯多夫
wulsbüttel,武尔斯比特尔
prittriching,普里特里兴
wessobrunn,韦索布伦
schnaittach,施奈塔赫
tauberrettersheim,陶伯雷特斯海姆
runding,伦丁
leidersbach,莱德斯巴赫
egenhausen,埃根豪森
laugna,劳格纳
glött,格勒特
gleißenberg,格莱森贝格
stinstedt,施廷施泰特
marne,马尔讷
westerwalsede,西瓦尔瑟德
schweringen,施韦林根
rennertshofen,伦讷茨霍芬
drochtersen,德罗赫特森
sengenthal,森根塔尔
hemsloh,黑姆斯洛
schiffdorf,希夫多夫
wanna,万纳
hurlach,胡尔拉赫
lenzkirch,伦茨基希
sitzendorf,锡岑多夫
neustetten,诺伊施泰滕
vaterstetten,法特施泰滕
augustinermuseum,奥古斯蒂娜博物馆
rellingen,雷林根
ettenstatt,埃滕施塔特
halstenbek,哈尔斯滕贝克
ringe,林格
korbach,科尔巴赫
weilbach,魏尔巴赫
rottendorf,罗滕多夫
puschendorf,普申多夫
katlenburglindau,卡特伦堡林道
obermeitingen,上迈廷根
eckersdorf,埃克斯多夫
wildeshausen,维尔德斯豪森
wörthsee,沃尔特塞
vilsheim,菲尔斯海姆
kutzenhausen,库岑豪森
dollnstein,多尔恩施泰因
obermichelbach,上米歇尔巴赫
prerow,普雷罗
vierkirchen,菲尔基兴
dollrottfeld,多尔罗特费尔德
werneck,韦尔内克
marktkirche,集市教堂
niedernberg,尼登贝格
schleswig,石勒苏益格
kusterdingen,库斯特丁根
rottenacker,罗滕阿克
oberkochen,上科亨
kirchseeon,基希塞翁
rechtmehring,雷希特梅灵
manderscheid,曼德沙伊德
heringsdorf,黑灵斯多夫
föhren,弗伦
harzgerode,哈茨格罗德
bismark,俾斯麦
kleinich,克莱尼希
lorscheid,洛尔沙伊德
münchenbernsdorf,明兴贝恩斯多夫
schkopau,施科保
albessen,阿尔贝森
roden,罗登
bonstetten,邦施泰滕
pattensen,帕滕森
schwaigen,施韦根
oyten,奥伊滕
brake,布拉克
kirchentellinsfurt,基兴泰林斯富特
brest,布雷斯特
plate,普拉特
köditz,克迪茨
roßhaupten,罗斯豪普滕
schönefeld,舍讷费尔德
ofterdingen,奥夫特丁根
fürsteneck,菲尔斯特内克
fürstenau,菲尔斯特瑙
hemmoor,黑莫尔
frauenneuharting,弗劳恩诺伊哈廷
biberbach,比伯巴赫
rätzlingen,雷茨林根
rosengarten,罗森加滕
panker,潘克
wincheringen,温谢林根
kronsgaard,克龙斯加尔德
mettlach,梅特拉赫
leupoldsgrün,洛伊波尔茨格林
schönkirchen,申基兴
thiersheim,蒂尔斯海姆
ermershausen,埃默斯豪森
dachsbach,达赫斯巴赫
wiemerstedt,维默施泰特
welmbüttel,韦尔姆比特尔
helse,黑尔瑟
nesselwang,内瑟尔旺
weiltingen,魏尔廷根
winterbach,温特巴赫
arzfeld,阿茨费尔德
igel,伊格尔
betzdorf,贝茨多夫
berlinköpenick,克珀尼克
walzbachtal,瓦尔茨巴赫塔尔
peißenberg,派森贝格
kinding,金丁
großhabersdorf,大哈伯斯多夫
norderbrarup,北布拉鲁普
derschen,代尔申
marienwerder,马林韦德
carlsberg,卡尔斯贝格
wangels,旺格尔斯
husby,胡斯比
uehrde,于尔德
westhofen,韦斯特霍芬
neuharlingersiel,新哈林格西尔
saulgrub,绍尔格鲁布
nenndorf,嫩多夫
wischhafen,维施哈芬
großweil,大魏尔
metten,梅滕
bremervörde,布雷默弗德
freistatt,弗赖施塔特
bubesheim,布伯斯海姆
sigmarszell,锡格马斯采尔
badem,巴德姆
berscheid,贝尔沙伊德
keppeshausen,凯珀斯豪森
parsau,帕尔绍
hüttblek,许特布莱克
barkenholm,巴肯霍尔姆
bollendorf,博伦多夫
kükels,屈克尔斯
langenlehsten,朗根莱斯滕
bmwvierzylinder,宝马公司总部大厦
alerheim,阿勒海姆
kordel,科德尔
kammerstein,卡默施泰因
geroldshausen,盖罗尔茨豪森
osterbruch,奥斯特布鲁赫
munningen,蒙宁根
windach,温达赫
oersdorf,厄斯多夫
itzstedt,伊茨施泰特
dahnen,达嫩
haigerloch,海格洛赫
pförring,普弗灵
thalmässing,塔尔梅辛
gaukönigshofen,高柯尼希斯霍芬
heitersheim,海特斯海姆
riol,里奥尔
niederfell,下费尔
büchenbach,比兴巴赫
bieberehren,比伯埃伦
bassum,巴苏姆
högersdorf,赫格斯多夫
beckdorf,贝可多夫
sangerhausen,桑格豪森
