douglas,ダグラス
chili,チリ
deaf,デフ
president,プレジデント
now,ナウ
asian,アジアン
cultural,カルチュラル
athearn,アサーン
ayusa,アユサ
outlets,アウトレット
barrettjackson,バレットジャクソン
terminal,ターミナル
billionaire,ビリオネア
coaster,コースター
kooba,クーバ
forever,フォーエバー
manga,マンガ
sin,シン
sandwich,サンドウィッチ
super,スーパー
hit,ヒット
elmira,エルマイラ
pioneers,パイオニアーズ
getaround,ゲットアラウンド
icarus,イカロス
publishing,パブリッシング
no,ノー
susupe,ススペ
greensboro,グリーンズボロ
grasshoppers,グラスホッパーズ
gridpoint,グリッドポイント
hammerstein,ハマースタイン
ballroom,ボールルーム
coal,コール
fandango,ファンダンゴ
fenelon,フェネロン
elevator,エレベーター
fessenden,フェッセンデン
menifee,メニフィー
saltdogs,ソルトドッグス
lowline,ロウライン
wrecking,レッキング
mojave,モハーヴェ
aerospace,エアロスペース
ventures,ベンチャーズ
oshman's,オッシュマンズ
alchemy,アルケミー
peppers,ペパー
popular,ポピュラー
astronomy,アストロノミー
potomac,ポトマック
powhatan,ポワンタン
precisionist,プレシジョニスト
princessnesian,プリンセスネシアン
pfitzner,フィツナー
flyer,フライヤー
phantom,ファントム
ranch,ランチ
sulphur,サルファー
orchard,オーチャード
transtar,トランスター
premium,カンパニー
skyhorse,スカイホース
sportsman's,スポーツマンズ
rest,レスト
story,ストーリー
today,トゥデイ
elephant,エレファント
gift,ギフト
exchange,エクスチェンジ
wildhorse,ワイルドホース
tetrazzini,テトラッツィーニ
varian,ヴァリアン
associates,アソシエイツ
verve,ヴァーヴ
forecast,フォアキャスト
wittnauer,ウィットナー
zivko,ジブコ
aeronautics,エアロノーティクス
bridgeport,ブリッジポート
bluefish,ブルーフィッシュ
hoosiers,フージャーズ
lesportsac,レスポートサック
magiquest,マジクエスト
mt,マウント
sac,サック
relays,リレー
decent,ディセント
merrie,メリー
monarch,モナーク
hydrox,ハイドロックス
cellular,セルラー
dynamics,ダイナミクス
moderna,モデルナ
tulsa,タルサ
drillers,ドリラーズ
needles,ニードルズ
carolina,カロライナ
mudcats,マドキャッツ
huffpost,ハフポスト
melodic,メロディック
once,ワンス
time,タイム
brokers,ブローカーズショウケン
rethink,リシンク
robotics,ロボティクス
pioneer,パイオニア
cabin,キャビン
lot,ロット
hero,ヒーロー
island,アイランド
antifa,アンティファ
kraken,クラーケン
geographic,ジオグラフィック
boring,ボーリング
electroimpact,エレクトロインパクト
harmonious,ハーモニアス
broadway,ブロードウェイ
alabama,アラバマシュウ
duckburg,ダックバーグ
arkansas,アーカンソー
missouri,ミズーリシュウ
detroit,デトロイト
nasa,アメリカコウクウウチュウキョク
asia,アジア
sire,サイアー
coverity,コベリティ
gartner,ガートナー
heaven's,ヘヴンズ
fargo,ファーゴ
americas,アメリカズ
spanglish,スパングリッシュ
sabres,セイバーズ
zilog,ザイログ
canaveral,カナベラル
grizzlies,グリズリーズ
ram,ラム
pbs,コウキョウホウソウサービス
amtrak,アムトラック
texans,テキサンズ
vaseline,ヴァセリン
seahawks,シーホークス
amish,アーミッシュ
micrografx,マイクログラフィックス
activision,アクティビジョン
b'nai,ブナイ
b'rith,ブリス
hurricanes,ハリケーンズ
herald,ヘラルド
thor,ソー
coyotes,コヨーテズ
lucasfilm,ルーカスフィルム
consulting,コンサルティング
cubs,カブス
shield,シールド
galaxy,ギャラクシー
drums,ムッサー
airstream,エアストリーム
freeform,フリーフォーム
jacksonville,ジャクソンビル
jaguars,ジャガーズ
suffocation,サフォケイション
carolinian,カロリニアン
panthers,パンサーズ
interscope,インタースコープ
jetblue,ジェットブルーコウクウ
pepsico,ペプシコ
cerberus,サーベラス
eclipse,エクリプス
gatorade,ゲータレード
wiesenthal,ウィーゼンタール
advance,アドバンス
publications,パブリケーションズ
anaheim,アナハイム
ducks,ダックス
altria,アルトリア
armadillo,アルマジロ
wounded,ウーンデッド
amblin,アンブリン
zoetrope,ゾエトロープ
mormon,モルモン
mortgage,モーゲージ
fieldhouse,フィールドハウス
amgen,アムジェン
mall,モール
variety,バラエティ
adirondack,アディロンダック
miramax,ミラマックス
fall,フォール
out,アウト
airplane,エアプレイン
divide,ディバイド
optiarc,ソニーオプティアーク
harbor,ハーバー
nite,ナイト
mastodon,マストドン
naacp,ゼンベイコクジンチイコウジョウキョウカイ
deicide,ディーサイド
shady,シェイディー
wreck,レック
chords,コーズ
quarter,クオーター
tristar,トライスター
hi,ハイ
folsom,フォルサム
iowa,アイオワ
turnpike,ターンパイク
mothman,モスマン
swagelok,スウェージロック
christianity,クリスチャニティ
clingmans,クリングマンズ
autodesk,オートデスク
phillies,フィリーズ
paycom,ペイコム
arista,アリスタ
panoz,パノス
kwanzaa,クワンザ
metal,メタル
blade,ブレイド
epiphone,エピフォン
laureate,ローリエイト
education,エデュケーション
lovells,ロヴェルズホウリツジムショガイコクホウキョウドウジギョウ
stearns,スターンズ
balto,バルト
lycos,ライコス
novarupta,ノバルプタ
kelvinator,ケルビネーター
convair,コンベア
collabnet,コラブネット
yanks,ヤンクス
broderbund,ブローダーバンド
children's,チルドレンズ
oakland,オークランド
oaks,オークス
doyers,ドイヤーズ
destruction,デストラクション
serpent,サーペント
mound,マウンド
esso,エッソ
byte,バイト
kaypro,ケイプロ
harrah's,シーザーズ
orion,オライオン
atlantics,アトランティックス
blur,ブラー
carhenge,カーヘンジ
burger,バーガー
capitols,キャピトルズ
cadence,ケイデンス
spin,スピン
army,アーミー
grauman's,グローマンズ
chinese,チャイニーズ
illumination,イルミネーション
dimarzio,ディマジオ
digitalglobe,デジタルグローブ
timbers,ティンバーズ
cheap,チープ
trick,トリック
control,コントロール
data,データ
nissan,ニッサン
dededo,デデド
public,パブリック
delmonico's,デルモニコス
maybelline,メイベリン
xilinx,ザイリンクス
globalstar,グローバルスター
marylands,メリーランズ
haymakers,ヘイメイカーズ
chalk's,チョークス
adventure,アドベンチャー
outfit,アウトフィット
silicon,シリコン
keybank,キーバンク
comair,コムエアー
ebbets,エベッツ
hanford,ハンフォード
site,サイト
susquehannock,サスケハノック
drudge,ドラッジ
report,レポート
edsel,エドセル
medicaid,メディケイド
remington,レミントン
affairs,アフェアーズ
rocafella,ロッカフェラ
d'addario,ダダリオ
tektronix,テクトロニクス
iomega,アイオメガ
rag,ラグ
experience,エクスペリエンス
caesars,シーザーズ
footprint,フットプリント
silver's,シルヴァース
bloodhorse,ホース
lowe's,ロウズ
expedition,エクスペディション
salvation,サルベーション
algonquin,アルゴンキン
table,テーブル
schweizer,シュワイザー
flats,フラッツ
rutenber,ルーテンバー
detrick,デトリック
shimmer,シマー
women,ウィメン
athletes,アスリーツ
sizzler,シズラー
sole,ソウル
survivor,サバイバー
policy,ポリシー
traxxas,トラクサス
lacrosse,ラクロス
okeh,オーケー
saddle,サドル
sarton,サートン
ecomarathon,エコマラソン
haystack,ヘイスタック
virginians,バージニアンズ
keokuk,ケオクック
westerns,ウエスタンズ
hamakua,ハマクア
purdue,パデュー
boilermakers,ボイラーメーカーズ
sundance,サンダンス
symbolics,シンボリックス
tmobile,スプリント
propublica,プロパブリカ
delaware,デラウェア
septa,ナントウペンシルベニアコウツウキョク
formica,デコラ
middletown,ミドルタウン
mansfields,マンスフィールズ
nonesuch,ノンサッチ
superspeedway,スーパースピードウェイ
quarry,クアリー
publishers,パブリッシャーズ
weekly,ウィークリー
los,ノーザン
angeles,トラスト
lazer,レイザー
monavie,モナヴィー
alligator,アリゲーター
squonk,スクォンク
harmony,ハーモニー
legacy,レガシー
right,ライト
censor,センサー
joralemon,ジョレールモン
powerball,パワーボール
springs,スプリングス
psychopathic,サイコパシック
gerontology,ジェロントロジー
lombardi,ロンバルディ
parrot,パロット
finding,ファインディング
nemo,ニモ
submarine,サブマリン
voyage,ヴォヤッジ
vanity,バニティ
claire's,クレアーズ
fraunces,フランシス
toyota,トヨタ
cotillion,コティリオン
athletics,アスレチックス
pelham,ペラム
faubourg,フォーバーグ
marigny,マリニー
eustis,ユースティス
isidoro,エスタディオ
sonic,ソニック
youth,ユース
joffrey,ジョフリー
zoo,ズー
mellon,メロン
financial,フィナンシャル
samoans,サモアンズ
friends,フレンズ
majesty,マジェスティ
promise,プロミス
keepers,キーパーズ
mannatech,マナテック
isotopes,アイソトープス
theater,シアター
sooners,スーナーズ
sheaffer,シェーファー
tetris,テトリス
bullet,ブレット
navy,ネイビー
pier,ピア
trenton,トレントン
chrystie,クリスティ
cucamonga,クカモンガ
benihana,ベニバナ
binky,ビンキー
clearwire,クリアワイア
crested,クレステッド
butte,ビュート
luncheon,ランチョン
abiomed,アビオメッド
aerotrain,エアロトレイン
picatinny,ピカティニー
kickboxing,キックボクシング
boltbus,ボルトバス
gull,ガル
initiative,イニシアチブ
courthouse,コートハウス
audi,アウディ
ealc,ヒガシアジアケンキュウカ
ashforkbainbridge,アッシュ
auburn,オーバーン
doubledays,ダブルデイズ
bumbershoot,バンバーシュート
superferry,スーパーフェリー
healthline,ヘルスライン
diving,ダイビング
dogface,ドッグフェイス
honolulu,ホノルル
area,エリア
multimodal,マルチモーダル
gateway,ゲートウェイ
negley,ネグリー
frisco,フリスコ
roughriders,ラフライダーズ
holley,ホーリー
performance,パフォーマンス
internet,インターネット
text,テキスト
archive,アーカイブ
keeneland,キーンランドケイバジョウ
gridiron,グリディロン
gotee,ゴーテー
klamath,クラマス
myplate,マイプレート
hound,ハウンド
mapr,マップアール
nexstar,ネクスター
phillie,フィリー
phanatic,ファナティック
qualtrics,クアルトリクス
miletich,ミレティッチ
modesto,モデスト
nuts,ナッツ
panama,パナマ
parque,パルケ
yldefonso,イルデフォンソ
solá,ソラ
reading,レディング
railers,レイラーズ
saco,ソコー
shibe,シャイブ
snug,スナッグ
sojourners,ソージャナーズ
southwestern,サウスウェスタン
spendthrift,スペンドスリフト
sacahuista,サカウイスタ
yari,ヤーリ
yazoo,ヤズー
brewing,ブリューイング
blonds,ブロンズ
waikoloa,ワイコロア
zondervan,ゾンダーヴァン
tipitina's,ティピティーナス
toll,トール
township,タウンシップ
