lionel,利昂内尔
serre,塞雷
montagnareale,蒙塔尼亚雷亚莱
scamorza,斯卡莫扎奶酪
terragnolo,泰拉尼奥洛
tenno,滕诺
terres,泰雷斯
railjet,锐捷列车
terzolas,泰尔佐拉斯
tesero,泰塞罗
gandino,甘迪诺
gandosso,甘多索
gazzaniga,加扎尼加
foppolo,福波洛
siano,夏诺
gerosa,杰罗萨
gorlago,戈尔拉戈
ghisalba,吉萨尔巴
gorle,戈尔莱
torcegno,托尔切尼奥
tonadico,托纳迪科
torraca,托拉卡
torchiara,托尔基亚拉
stio,斯蒂奥
teggiano,泰贾诺
grassobbio,格拉索比奥
gorno,戈尔诺
grone,格罗内
gromo,格罗莫
tramonti,特拉蒙蒂
trentinara,特伦蒂纳拉
tortorella,托尔托雷拉
valfloriana,瓦尔夫洛里亚纳
valda,瓦尔达
trambileno,特兰比莱诺
transacqua,特兰萨夸
tres,特雷斯
lallio,拉利奥
valva,瓦尔瓦
vibonati,维博纳蒂
leffe,莱费
lenna,伦纳
levate,莱瓦泰
locatello,洛卡泰洛
lovere,洛韦雷
pachino,帕基诺
vezzano,韦扎诺
vervò,韦尔沃
vallarsa,瓦拉尔萨
levanto,莱万托
vattaro,瓦塔罗
varena,瓦雷纳
lurano,卢拉诺
luzzana,卢扎纳
madone,马多内
mapello,马佩洛
ortisei,奥蒂塞伊
sarentino,萨伦蒂诺
castelfiorentino,卡斯特尔菲奥伦蒂诺
calenzano,卡伦扎诺
certaldo,切塔尔多
sesto,塞斯托
caldes,卡尔德斯
brez,布雷兹
dicomano,迪科马诺
fiesole,菲耶索莱
mezzoldo,梅佐尔多
martinengo,马丁嫩戈
latemar,拉特马尔山
medolago,梅多拉戈
carlentini,卡伦蒂尼
cagnò,卡尼奥
caldonazzo,卡尔多纳佐
brunico,布鲁尼科
volano,沃拉诺
montallegro,蒙塔莱格罗
paestum,帕埃斯图姆
reggello,雷杰洛
peia,佩伊阿
pedrengo,佩德伦戈
castellaro,卡斯泰拉罗
firenzuola,菲伦佐拉
mozzanica,莫扎尼卡
nogaredo,诺加雷多
fucecchio,富切基奥
montello,蒙泰洛
morengo,莫伦戈
lubriano,卢布里亚诺
calliano,卡利亚诺
campodenno,坎波登诺
londa,隆达
marradi,马拉迪
montaione,蒙塔约内
onore,奥诺雷
oneta,奥内塔
nepi,内皮
onano,奥纳诺
monterosi,蒙特罗西
ornica,奥尔尼卡
mozzo,莫佐
impruneta,因普鲁内塔
montespertoli,蒙特斯佩尔托利
pelago,佩拉戈
parzanica,帕尔扎尼卡
lucito,卢奇托
giardinello,贾尔迪内洛
orte,奥尔泰
lupara,卢帕拉
montefiascone,蒙特菲亚斯科内
carano,卡拉诺
castrofilippo,卡斯特罗菲利波
pontassieve,蓬塔谢韦
pagazzano,帕加扎诺
nembro,嫩布罗
palazzago,帕拉扎戈
paladina,帕拉迪纳
parre,帕雷
palosco,帕洛斯科
canazei,卡纳泽伊
capriana,卡普里亚纳
palau,帕劳
nazsciaves,纳兹夏韦斯
badia,巴迪亚
montecassiano,蒙特卡夏诺
montecosaro,蒙特科萨罗
baunei,包内伊
castelfondo,卡斯特尔丰多
rufina,鲁菲纳
scandicci,斯坎迪奇
piario,皮亚廖
pianico,皮亚尼科
pognano,波尼亚诺
piazzolo,皮亚佐洛
piazzatorre,皮亚扎托雷
carisolo,卡里索洛
funes,富内斯
scarperia,斯卡尔佩里亚
signa,锡尼亚
ponteranica,蓬泰拉尼卡
pontida,蓬蒂达
pradalunga,普拉达伦加
proceno,普罗切诺
piansano,皮安萨诺
regola,雷戈拉
ronciglione,龙奇廖内
ranica,拉尼卡
vicchio,维基奥
vaglia,瓦利亚
mogliano,莫利亚诺
matelica,马泰利卡
naturno,纳图尔诺
sutri,苏特里
carzano,卡尔扎诺
airole,艾罗莱
arzana,阿尔扎纳
montefano,蒙特法诺
montelupone,蒙特卢波内
morrovalle,莫罗瓦莱
muccia,穆恰
prizzi,普里齐
castelnuovo,卡斯泰尔诺沃
cardedu,卡尔德杜
scanzorosciate,斯坎佐罗夏泰
sarnico,萨尔尼科
girasole,吉拉索莱
pievebovigliana,皮耶韦博维利亚纳
petriolo,佩特廖洛
gairo,加伊罗
elini,埃利尼
ilbono,伊尔博诺
jerzu,耶尔祖
loceri,洛切里
escalaplano,埃斯卡拉普拉诺
frazzanò,弗拉扎诺
ranzanico,兰扎尼科
premolo,普雷莫洛
predore,普雷多雷
rogno,罗尼奥
pumenengo,普梅嫩戈
presezzo,普雷塞佐
cave,卡韦
roncobello,龙科贝洛
roncola,龙科拉
rovetta,罗韦塔
vipiteno,维皮泰诺
schilpario,斯基尔帕里奥
sedrina,塞德里纳
selvino,塞尔维诺
cavareno,卡瓦雷诺
cavedago,卡韦达戈
cavalese,卡瓦莱塞
cogoleto,科戈莱托
arenzano,阿伦扎诺
pioraco,皮奥拉科
pollenza,波伦扎
serina,塞里纳
seriate,塞里亚泰
solza,索尔扎
songavazzo,松加瓦佐
tessennano,泰森纳诺
tarquinia,塔尔奎尼亚
rossiglione,罗西廖内
mignanego,米尼亚内戈
ceranesi,切拉内西
seui,塞乌伊
masone,马索内
recanati,雷卡纳蒂
sorisole,索里索莱
lotzorai,洛措拉伊
sovere,索韦雷
tuscania,图斯卡尼亚
tertenia,泰尔泰尼亚
talana,塔拉纳
triei,特里埃
perdasdefogu,佩尔达斯代福古
osini,奥西尼
valentano,瓦伦塔诺
vallerano,瓦莱拉诺
campomorone,坎波莫罗内
vasanello,瓦萨内洛
vergato,韦尔加托
spirano,斯皮拉诺
busalla,布萨拉
sant'olcese,圣奥尔切塞
stezzano,斯泰扎诺
strozza,斯特罗扎
vejano,韦亚诺
vetralla,韦特腊拉
crocefieschi,克罗切菲耶斯基
urzulei,乌尔祖莱
ulassai,乌拉赛
ussassai,乌萨赛
asciano,阿夏诺
buonconvento,布翁孔文托
suisio,苏伊肖
montoggio,蒙托焦
cavedine,卡韦迪内
taleggio,塔莱焦
telgate,泰尔加泰
vignanello,维尼亚内洛
vitorchiano,维托尔基亚诺
savignone,萨维尼奥内
valbrevenna,瓦尔布雷文纳
vobbia,沃比亚
badesi,巴代西
berchidda,贝尔基达
aggius,阿朱斯
aglientu,阿连图
tiglieto,蒂列托
cetona,切托纳
treviglio,特雷维廖
chiusi,丘西
chiusdino,丘斯迪诺
treviolo,特雷维奥洛
budoni,布多尼
bargagli,巴尔加利
davagna,达瓦尼亚
fascia,法夏
fontanigorda,丰塔尼戈尔达
buddusò,布杜索
bortigiadas,博尔蒂贾达斯
montalcino,蒙塔尔奇诺
urgnano,乌尔尼亚诺
valbondione,瓦尔邦迪奥内
valbrembo,瓦尔布伦博
valgoglio,瓦尔戈廖
sillano,锡拉诺
valsecca,瓦尔塞卡
valnegra,瓦尔内格拉
valleve,瓦莱韦
gorreto,戈雷托
gondola,贡多拉
propata,普罗帕塔
montebruno,蒙特布鲁诺
rondanina,龙达尼纳
calangianus,卡兰贾努斯
murlo,穆洛
viadanica,维亚达尼卡
vertova,韦尔托瓦
pienza,皮恩扎
piancastagnaio,皮安卡斯塔尼亚约
montepulciano,蒙特普尔恰诺
monteriggioni,蒙特里焦尼
bogliasco,博利亚斯科
oschiri,奥斯基里
uscio,乌肖
poggibonsi,波吉邦西
camogli,卡莫利
padru,帕德鲁
cavizzana,卡维扎纳
rovegno,罗韦尼奥
bressanone,布雷萨诺内
torriglia,托里利亚
avegno,阿韦尼奥
recco,雷科
sori,索里
chiavari,基亚瓦里
telti,泰尔蒂
pesche,佩斯凯
lavagna,拉瓦尼亚
monticiano,蒙蒂恰诺
valtorta,瓦尔托尔塔
vigolo,维戈洛
vedeseta,韦德塞塔
verdellino,韦尔德利诺
verdello,韦尔代洛
zeddiani,泽迪亚尼
radicofani,拉迪科法尼
luogosanto,洛戈桑托
luras,卢拉斯
radicondoli,拉迪孔多利
villongo,维隆戈
sagama,萨加马
zandobbio,赞多比奥
moneglia,莫内利亚
parcines,帕尔奇内斯
trequanda,特雷宽达
rezzoaglio,雷佐阿廖
vimercate,维梅尔卡泰
alseno,阿尔塞诺
besenzone,贝森佐内
arcidosso,阿尔奇多索
buggiano,布贾诺
bettola,贝托拉
abetone,阿贝托内
agazzano,阿加扎诺
agliana,阿利亚纳
borzonasca,博尔佐纳斯卡
bidonì,比多尼
bazzano,巴扎诺
cogorno,科戈尔诺
leivi,莱伊维
lorsica,洛尔西卡
lumarzo,卢马尔佐
moconesi,莫科内西
mezzanego,梅扎内戈
acquedolci,阿奎多尔奇
campagnatico,坎帕尼亚蒂科
capalbio,卡帕尔比奥
cutigliano,库蒂利亚诺
caminata,卡米纳塔
sarteano,萨尔泰阿诺
sinalunga,锡纳伦加
sovicille,索维奇莱
cicagna,奇卡尼亚
carasco,卡拉斯科
zanica,扎尼卡
zogno,佐尼奥
cembra,琴布拉
adamello,阿达梅洛山
baricella,巴里切拉
arzachena,阿尔扎凯纳
cadeo,卡德奥
calendasco,卡伦达斯科
cinigiano,奇尼贾诺
neirone,内伊罗内
resurrezione,基督复活
orero,奥雷罗
tribogna,特里博尼亚
larciano,拉尔恰诺
caorso,考尔索
lamporecchio,兰波雷基奥
follonica,福洛尼卡
marliana,马尔利亚纳
siculiana,锡库利亚纳
velletri,韦莱特里
gavorrano,加沃拉诺
bivona,比沃纳
cimone,奇莫内
cimego,奇梅戈
urbania,乌尔巴尼亚
apricale,阿普里卡莱
caltabellotta,卡尔塔贝洛塔
monguelfotesido,蒙圭尔福泰西多
coli,科利
cerignale,切里尼亚莱
calamonaci,卡拉莫纳奇
burgio,布尔焦
apecchio,阿佩基奥
acqualagna,阿夸拉尼亚
auditore,奥迪托雷
barchi,巴尔基
aurigo,奥里戈
badalucco,巴达卢科
bajardo,巴亚尔多
cammarata,卡马拉塔
camastra,卡马斯特拉
pescia,佩夏
cantiano,坎蒂亚诺
cartoceto,卡尔托切托
carpegna,卡尔佩尼亚
cortemaggiore,科尔泰马焦雷
cis,奇斯
bordighera,博尔迪盖拉
cianciana,钱恰纳
casteltermini,卡斯特尔泰米尼
canicattì,卡尼卡蒂
adrano,阿德拉诺
danieli,达涅利
farini,法里尼
piteglio,皮泰廖
borgomaro,博尔戈马罗
sassopiatto,普拉特科费尔山
quarrata,夸拉塔
frascati,弗拉斯卡蒂
camporosso,坎波罗索
caravonica,卡拉沃尼卡
carpasio,卡尔帕肖
colbordolo,科尔博尔多洛
fossombrone,福松布罗内
fermignano,费尔米尼亚诺
ferriere,费列雷
comitini,科米蒂尼
grotte,格罗特
favara,法瓦拉
cervo,切尔沃
civezzano,奇韦扎诺
cles,克莱斯
cesio,切肖
ceriana,切里亚纳
zerfaliu,泽尔法柳
chiusanico,基乌萨尼科
daiano,达亚诺
naro,纳罗
menfi,门菲
montevago,蒙特瓦戈
nibbiano,尼比亚诺
morfasso,莫尔法索
piozzano,皮奥扎诺
ottone,奥托内
pecorara,佩科拉拉
gossolengo,戈索伦戈
gropparello,格罗帕雷洛
ventimiglia,文蒂米利亚
civezza,奇韦扎
podenzano,波登扎诺
chiusavecchia,基乌萨韦基亚
realmonte,雷阿尔蒙特
stracchino,斯特拉基诺奶酪
ribera,里贝拉
cariddi,卡律布狄斯
ustica,乌斯蒂卡
raffadali,拉法达利
racalmuto,拉卡尔穆托
uzzano,乌扎诺
costarainera,科斯塔拉伊内拉
cloz,克洛兹
rivergaro,里韦尔加罗
pontenure,蓬泰努雷
rottofreno,罗托夫雷诺
erice,埃里切
dolceacqua,多尔切阿夸
dolcedo,多尔切多
sarmato,萨尔马托
bientina,比恩蒂纳
travo,特拉沃
vernasca,韦尔纳斯卡
rasunanterselva,拉孙安泰塞尔瓦
commezzadura,科梅扎杜拉
augusta,奥古斯塔
lucinasco,卢奇纳斯科
isolabona,伊索拉博纳
vigolzone,维戈尔佐内
mendatica,门达蒂卡
calci,卡尔奇
ravanusa,拉瓦努萨
roccalumera,罗卡卢梅拉
aldino,阿尔迪诺
calcinaia,卡尔奇纳亚
capannoli,卡潘诺利
zerba,泽尔巴
pietrabruna,彼得拉布鲁纳
perinaldo,佩里纳尔多
pigna,皮尼亚
aventino,阿文丁山
pornassio,波尔纳西奥
anterivo,安泰里沃
ora,奥拉
cascina,卡希纳
pompeiana,蓬佩伊阿纳
pontedassio,蓬泰达西奥
prelà,普雷拉
avelengo,阿韦伦戈
verano,韦拉诺
andriano,安德里亚诺
nalles,纳莱斯
ospedaletti,奥斯佩达莱蒂
zignago,齐尼亚戈
ranzo,兰佐
rezzo,雷佐
condino,孔迪诺
chianni,基安尼
fauglia,法乌利亚
guardistallo,瓜尔迪斯塔洛
coredo,科雷多
taormina,陶尔米纳
palatino,帕拉丁山
braies,布拉耶斯
barbiano,巴尔比亚诺
seborga,塞博尔加
brennero,布伦内罗
altofonte,阿尔托丰泰
palaia,帕拉亚
peccioli,佩乔利
carrodano,卡罗达诺
cassaro,卡萨罗街
bompietro,邦彼得罗
lajatico,拉亚蒂科
vallecrosia,瓦莱克罗夏
vallebona,瓦莱博纳
lorenzana,洛伦扎纳
carugo,卡鲁戈
lonalases,洛纳拉塞斯
vasia,瓦夏
vessalico,韦萨利科
montescudaio,蒙特斯库达约
soldano,索尔达诺
castelbellociardes,卡斯泰尔贝洛恰尔德斯
taggia,塔贾
terzorio,泰尔佐廖
triora,特廖拉
bessude,贝苏德
bronzolo,布龙佐洛
caines,卡伊内斯
alì,阿利
pomarance,波马兰切
ameglia,阿梅利亚
croviana,克罗维亚纳
castelrotto,卡斯泰尔罗托
cermes,切尔梅斯
marmolada,马尔莫拉达山
beverino,贝韦里诺
pontedera,蓬泰代拉
ponsacco,蓬萨科
bolano,博拉诺
bonassola,博纳索拉
riparbella,里帕尔贝拉
chienes,基耶内斯
nebbiolo,内比奥罗
terricciola,泰里乔拉
vicopisano,维科皮萨诺
orune,奥鲁内
vecchiano,韦基亚诺
fiamignano,菲亚米尼亚诺
brugnato,布鲁尼亚托
carro,卡罗
sannio,萨莫奈
chiusa,丘萨
acquafredda,阿夸弗雷达
adro,阿德罗
agnosine,阿尼奥西内
alfianello,阿尔菲亚内洛
volterra,沃尔泰拉
anfo,安福
maissana,马伊萨纳
frontino,弗龙蒂诺
lerici,莱里奇
camorra,克莫拉
dobbiaco,多比亚科
artogne,阿尔托涅
framura,弗拉穆拉
follo,福洛
cunevo,库内沃
etruria,伊特鲁里亚
racines,拉奇内斯
renon,雷农
romana,罗马纳
aidomaggiore,阿伊多马焦雷
fortezza,福尔泰扎
plaus,普劳斯
proves,普罗韦斯
predoi,普雷多伊
postal,波斯塔尔
pignone,皮尼奥内
vernazza,韦尔纳扎
riomaggiore,里奥马焦雷
atm,米兰交通公司
berlingo,贝尔林戈
mombaroccio,蒙巴罗乔
mondavio,蒙达维奥
alassio,阿拉西奥
mondolfo,蒙多尔福
luni,奥尔托诺沃
egna,埃尼亚
barbariga,巴尔巴里加
barghe,巴尔盖
falzes,法尔泽斯
bagolino,巴戈利诺
bedizzole,贝迪佐莱
frontone,弗龙托内
lunano,卢纳诺
gradara,格拉达拉
daone,达奥内
ales,阿莱斯
albagiara,阿尔巴贾拉
allai,阿拉伊
rifiano,里菲亚诺
rodengo,罗登戈
calvisano,卡尔维萨诺
capovalle,卡波瓦莱
monreale,蒙雷阿莱
calizzano,卡利扎诺
carcare,卡尔卡雷
castelbianco,卡斯特尔比安科
delia,代利亚
marianopoli,马里亚诺波利
borgosatollo,博尔戈萨托洛
botticino,博蒂奇诺
borno,博尔诺
bovegno,博韦尼奥
montecopiolo,蒙泰科皮奥洛
monteciccardo,蒙泰奇卡尔多
balestrino,巴莱斯特里诺
arnasco,阿尔纳斯科
bardineto,巴尔迪内托
bergeggi,贝尔杰吉
boissano,博伊萨诺
baradili,巴拉迪利
asuni,阿苏尼
bauladu,包拉杜
baressa,巴雷萨
bione,比奥内
bienno,别恩诺
montelabbate,蒙泰拉巴泰
breno,布雷诺
braone,布劳内
assolo,阿索洛
ardauli,阿尔道利
andora,安多拉
altare,阿尔塔雷
bovezzo,博韦佐
brandico,布兰迪科
arborea,阿尔博雷亚
campofranco,坎波弗兰科
bompensiere,邦彭谢雷
butera,布泰拉
bormida,博尔米达
caino,卡伊诺
calcinato,卡尔奇纳托
montefelcino,蒙泰费尔奇诺
capriolo,卡普廖洛
castegnato,卡斯泰尼亚托
carpenedolo,卡尔佩内多洛
petriano,佩特里亚诺
ceriale,切里亚莱
cengio,琴焦
piandimeleto,皮安迪梅莱托
denno,登诺
niscemi,尼谢米
montedoro,蒙特多罗
mussomeli,穆索梅利
castenedolo,卡斯泰内多洛
castelcovati,卡斯泰尔科瓦蒂
casto,卡斯托
castrezzato,卡斯特雷扎托
piobbico,皮奥比科
pietrarubbia,彼得拉鲁比亚
mazzarino,马扎里诺
saltara,萨尔塔拉
bonarcado,博纳尔卡多
boroneddu,博罗内杜
bosa,博萨
riesi,列西
resuttano,雷苏塔诺
dego,代戈
cosseria,科塞里亚
cedegolo,切代戈洛
cellatica,切拉蒂卡
cerveno,切尔韦诺
ceto,切托
garlenda,加尔伦达
sassocorvaro,萨索科尔瓦罗
sant'ippolito,圣伊波利托
busachi,布萨基
laigueglia,莱圭利亚
cabras,卡布拉斯
cuglieri,库列里
giustenice,朱斯泰尼切
giusvalla,朱斯瓦拉
serradifalco,塞拉迪法尔科
sommatino,索马蒂诺
sutera,苏泰拉
cevo,切沃
chiari,基亚里
cigole,奇戈莱
cimbergo,钦贝尔戈
sassofeltrio,萨索费尔特廖
serrungarina,塞伦加里纳
tavoleto,塔沃莱托
loano,洛阿诺
magliolo,马廖洛
millesimo,米莱西莫
mallare,马拉雷
curcuris,库尔库里斯
flussio,弗卢肖
collebeato,科莱贝亚托
collio,科利奥
belpasso,贝尔帕索
fordongianus,福尔东贾努斯
tavullia,塔武利亚
cologne,科洛涅
nasino,纳西诺
genoni,杰诺尼
coccaglio,科卡廖
villalba,维拉尔巴
caltagirone,卡尔塔吉罗内
ghilarza,吉拉尔扎
concesio,孔切肖
comezzanocizzago,科梅扎诺奇扎戈
pirelli,倍耐力
quirinale,奎里纳莱山
don,栋村
murialdo,穆里亚尔多
mioglia,苗利亚
gonnoscodina,贡诺斯科迪纳
biancavilla,比安卡维拉
bronte,布龙泰
calatabiano,卡拉塔比亚诺
gonnosnò,贡诺斯诺
gonnostramatza,贡诺斯特拉马察
laconi,拉科尼
dorsino,多尔西诺
noli,诺利
onzo,翁佐
corzano,科尔扎诺
osiglia,奥西利亚
ortovero,奥尔托韦罗
occitania,奥克西塔尼亚
pallare,帕拉雷
magomadas,马戈马达斯
marrubiu,马鲁比乌
erbusco,埃尔布斯科
linguaglossa,林瓜格洛萨
drena,德雷纳
grammichele,格拉米凯莱
giarre,贾雷
rapallo,拉帕洛
falconeria,鹰猎
esquilino,埃斯奎利诺山
milo,米洛
mineo,米内奥
dello,德洛
edolo,埃多洛
plodio,普洛迪奥
masullas,马苏拉斯
pontinvrea,蓬廷夫雷亚
modolo,莫多洛
milis,米利斯
maletto,马莱托
fiesse,菲耶塞
esine,埃西内
maniace,马尼亚切
mascali,马斯卡利
mascalucia,马斯卡卢恰
gambara,甘巴拉
flero,弗莱罗
gargnano,加尔尼亚诺
gavardo,加瓦尔多
ghedi,盖迪
nutella,能多益
quiliano,奎利亚诺
roccavignale,罗卡维尼亚莱
rialto,里阿尔托
mogorella,莫戈雷拉
sassello,萨塞洛
montresta,蒙特雷斯塔
mogoro,莫戈罗
mazzarrone,马扎罗内
testico,泰斯蒂科
toirano,托伊拉诺
spotorno,斯波托尔诺
stellanello,斯泰拉内洛
gottolengo,戈托伦戈
gianico,贾尼科
idro,伊德罗
gussago,古萨戈
palagonia,帕拉戈尼亚
paternò,帕泰尔诺
nicolosi,尼科洛西
nurachi,努拉基
morgongiori,莫尔贡焦里
narbolia,纳尔博利亚
neoneli,内奥内利
misterbianco,米斯泰尔比安科
vendone,文多内
pedara,佩达拉
incudine,因库迪内
isorella,伊索雷拉
iseo,伊塞奥
urbe,乌尔贝
varazze,瓦拉泽
norbello,诺尔贝洛
losine,洛西内
longhena,隆盖纳
lograto,洛格拉托
lavenone,拉韦诺内
leno,莱诺
nureci,努雷奇
ollastra,奥拉斯特拉
raddusa,拉杜萨
ramacca,拉马卡
ragalna,拉加尔纳
montieri,蒙蒂耶里
lozio,洛齐奥
malvagna,马尔瓦尼亚
riposto,里波斯托
sant'alfio,圣阿尔菲奥
paulilatino,保利拉蒂诺
lodrino,洛德里诺
orbetello,奥尔贝泰洛
pitigliano,皮蒂利亚诺
eleavelia,韦利亚
manciano,曼恰诺
ducati,杜卡迪
pompu,蓬普
ruinas,鲁伊纳斯
montirone,蒙蒂罗内
montichiari,蒙蒂基亚里
barga,巴尔加
lumezzane,卢梅扎内
maclodio,马克洛迪奥
manerbio,马内尔比奥
malonno,马隆诺
malegno,马莱尼奥
magasa,马加萨
mairano,马伊拉诺
casalciprano,卡萨尔奇普拉诺
seggiano,塞贾诺
scarlino,斯卡尔利诺
roccalbegna,罗卡尔贝尼亚
roccastrada,罗卡斯特拉达
baranello,巴拉内洛
busso,布索
bonefro,博内夫罗
scordia,斯科尔迪亚
favignana,法维尼亚纳
sorano,索拉诺
scansano,斯坎萨诺
siapiccia,夏皮恰
verismo,真实主义
paceco,帕切科
samugheo,萨穆盖奥
marmentino,马尔门蒂诺
marcheno,马尔凯诺
siamanna,夏曼纳
castelbottaccio,卡斯泰尔博塔乔
semproniano,森普罗尼亚诺
mazzano,马扎诺
marone,马罗内
milzano,米尔扎诺
vizzini,维齐尼
alcamo,阿尔卡莫
marsala,马尔萨拉
monno,蒙诺
viminale,维米那勒山
altopascio,阿尔托帕肖
celio,西里欧山
campodipietra,坎波迪皮耶特拉
campolieto,坎波列托
campomarino,坎波马里诺
custonaci,库斯托纳奇
gibellina,吉贝利纳
castelvetrano,卡斯特尔韦特拉诺
siamaggiore,夏马焦雷
casacalenda,卡萨卡伦达
cinisi,奇尼西
sennariolo,森纳里奥洛
nuvolera,努沃莱拉
nuvolento,努沃伦托
offlaga,奥夫拉加
odolo,奥多洛
camporgiano,坎波尔贾诺
ome,奥梅
camaiore,卡马约雷
bojano,博亚诺
campochiaro,坎波基亚罗
sedilo,塞迪洛
trecastagni,特雷卡斯塔尼
seneghe,塞内盖
viagrande,维亚格兰德
senis,塞尼斯
salemi,萨莱米
cercepiccola,切尔切皮科拉
civitacampomarano,奇维塔坎波马拉诺
colletorto,科莱托尔托
siris,锡里斯
mura,穆拉
muscoline,穆斯科利内
nave,纳韦
niardo,尼亚尔多
castelmauro,卡斯泰尔毛罗
ricotta,里科塔奶酪
castropignano,卡斯特罗皮尼亚诺
cercemaggiore,切尔切马焦雷
simala,锡马拉
simaxis,锡马克西斯
careggine,卡雷吉内
capannori,卡潘诺里
orzinuovi,奥尔齐诺维
soddì,索迪
pantelleria,潘泰莱里亚
petrosino,彼得罗西诺
partanna,帕尔坦纳
poggioreale,波焦雷阿莱
salaparuta,萨拉帕鲁塔
valderice,瓦尔德里切
vita,维塔
fila,斐乐
solarussa,索拉鲁萨
sorradile,索拉迪莱
suni,苏尼
orzivecchi,奥尔齐韦基
ospitaletto,奥斯皮塔莱托
fosciandora,福斯钱多拉
guardialfiera,瓜尔迪亚尔菲耶拉
gildone,吉尔多内
ferrazzano,费拉扎诺
duronia,杜罗尼亚
gambatesa,甘巴泰萨
fossalto,福萨尔托
guardiaregia,瓜尔迪亚雷贾
guglionesi,古廖内西
ossimo,奥西莫
gallicano,加利卡诺
tadasuni,塔达苏尼
terralba,泰拉尔巴
corleone,柯里昂
massarosa,马萨罗萨
jelsi,耶尔西
limosano,利莫萨诺
larino,拉里诺
giuncugnano,准库尼亚诺
tinnura,廷努拉
milazzo,米拉佐
tresnuraghes,特雷斯努拉盖斯
tramatza,特拉马察
noto,诺托
minucciano,米努恰诺
albinea,阿尔比内亚
bibbiano,比比亚诺
baiso,巴伊索
matrice,马特里切
mafalda,马法尔达
montecarlo,蒙泰卡尔洛
molazzana,莫拉扎纳
uras,乌拉斯
usellus,乌塞卢斯
boretto,博雷托
brescello,布雷谢洛
beauharnais,博阿尔内家族
