de_toːmas	托马斯
it_liberatori	利伯拉托里
it_karmo	卡尔默
it_vekːia	维奇亚
it_kastelːina	卡斯特利纳
it_mikeli	米凯利
it_t͡ʃekːobelːi	且可见黎
it_roi	罗伊
it_t͡ʃinardi	西纳尔迪
it_bortoli	博尔托利
it_kosima	科斯马
it_kopːola	科波拉
it_alema	阿莱马
it_onisto	欧尼斯托
it_radaelːi	拉达利
it_parasːole	帕拉索莱
it_st͡ʃarːa	席亚拉
it_kasalis	卡萨利斯
it_palat͡soni	帕拉佐尼
it_arpad	阿帕德
it_riso	里索
it_ribon	瑞邦
it_barsakːi	巴尔萨奇
it_sabre	萨贝
it_manselːa	曼泽拉
it_breski	布雷希
it_kuatriʎo	奎特里格奥
it_mald͡ʒoʎo	马吉奥戈里奥
it_reɡini	雷基尼
it_toɲolini	托尼奥利尼
it_palːavit͡ʃino	帕拉维奇尼
it_brunori	布鲁诺里
it_sas	萨斯
it_militelːo	米利泰洛
it_fruɡoni	弗鲁戈尼
it_diletːa	迪勒塔
it_dʼandrea	安德雷亚
it_buɡo	布戈
it_basketːi	巴斯凯蒂
it_plevani	普列瓦尼
it_astutilːo	阿斯图蒂洛
it_kalibi	卡利比
it_raznovik	拉兹诺维奇
it_sambrini	赞布里尼
it_salone	萨隆
it_keope	胡佩
it_rasini	拉西尼
it_pat͡ʃelːi	帕切利
it_santiaɡo	圣地亚哥
it_divino	迪韦诺
it_otelma	奥泰尔马
it_kalːisto	卡利斯托
it_kosulik	科苏里奇
it_wlady	弗拉迪
it_iansante	伊恩桑特
it_dane	丹恩
it_dilieɡro	狄利埃格罗
it_dania	达尼亚
it_t͡ʃerikola	塞里科拉
it_d͡ʒardina	贾尔迪纳
it_t͡ʃini	西尼
it_kristiane	克里斯汀
it_filand͡ʒeri	费朗杰利
it_fava	法瓦
it_fat͡solari	法齐佐拉里
it_ventosa	卡索尔
it_aɡusta	奥古斯塔
it_milːi	米利
it_t͡ʃentamore	半塔莫尔
it_meɲi	梅格尼
it_piat͡sa	皮耶萨
it_brait	布雷特
it_vand͡ʒelista	万热莉斯塔
it_bomolː	波姆勒
it_bosone	波索涅
it_karletːo	卡洛
it_sposito	史波席托
it_ʃarlatːi	斯卡拉蒂
it_turati	图拉蒂
it_rokːaforte	罗卡福尔特
it_aurora	奥罗拉
it_kant͡ʃan	坎西安
it_musii	穆自
it_pandolfi	潘多菲
it_droetːo	德罗托
it_aymo	阿伊莫
it_babetːe	芭贝特
it_bakisio	巴基西奥
it_floris	弗洛里斯
it_rufːino	鲁芬诺
it_kuatːrokːi	夸特罗基
it_ɡafːuri	加夫里
it_saverni	萨弗尼
it_danijay	丹尼尔
it_danika	丹妮卡
it_lod͡ʒːa	洛贾
it_abːrut͡ʃati	阿布鲁恰蒂
it_botosːo	博托索
it_bonansea	博南塞亚
it_montaldi	蒙塔尔迪
it_baʎvo	巴格利沃
it_sumːa	萨玛
it_kastrod͡ʒovanːi	卡斯特罗乔瓦尼
it_palombelːi	帕隆贝利
it_enriki	恩里奇
it_tabita	塔比塔
it_biad͡ʒoni	比亚乔尼
it_bisoɲiero	比索涅罗
it_foʃarini	弗斯卡里尼
it_pitotːi	皮托蒂
it_kupelːini	库佩里尼
it_karamaski	卡拉马斯基
it_fasulo	法苏洛
it_dusi	达西
it_barbarelːa	芭芭拉
it_folkitːo	佛罗提托
it_dory	多莉
it_t͡ʃei	切伊
it_ferːonao	费罗纳奥
it_pompadour	蓬巴杜
it_ermelːi	埃尔梅利
it_domitilːa	多米蒂娜
it_balːantini	巴兰蒂尼
it_duilio	达里奥
it_pit͡sokːi	皮佐基
it_deflorian	德弗洛里安
it_dardano	达达诺
it_ridolfo	里多尔福
it_opːido	奥皮多
it_but͡ʃːelːato	布切拉托
it_matːone	马托尼
it_dora	多拉
it_but͡solan	布厄佐兰
it_kantarelːi	坎塔雷利
it_pontit͡ʃelːi	庞蒂塞利
it_masːola	马索拉
it_verɡasːola	维加索拉
it_bebo	贝博
it_riondino	瑞恩迪诺
it_ad͡ʒeno	艾格诺
it_edmonda	埃德蒙达
it_aldini	阿尔迪尼
it_bertoʎo	贝尔托赫奥
it_rost͡ʃiʎone	罗希廖内
it_t͡ʃirielːi	奇列利
it_forsano	福尔扎诺
it_basːan	巴桑
it_karːera	卡雷拉
it_ɡarbolino	加尔博利诺
it_albinati	阿比那蒂
it_devenuto	德文努托
it_pakotːo	帕科托
it_ɡarut͡ʃːo	加鲁西奥
it_kasalini	卡萨里尼
it_d͡ʒakalone	贾科洛尼
it_makːitelːa	马奇特拉
it_falt͡ʃetːi	法尔切蒂
it_luperi	卢派利
it_winspeare	温斯皮尔
it_klio	克里奥
it_samːatːeo	扎马特奥
it_ʃrepanti	斯克雷潘蒂
it_kordio	科尔迪奥
it_menɡat͡ʃːi	孟加奇
it_iakopini	伊科皮尼
it_perino	佩里诺
it_ruspoli	鲁斯波利
it_makaluso	麦卡卢索
it_maɲaɡi	马格纳
it_rampelːo	兰佩罗
it_alvid͡ʒini	阿尔维吉尼
it_odːi	欧迪
it_desy	德西
it_lut͡ʃːini	卢塞西尼
it_stopːat͡ʃːaro	斯托帕夏罗
it_dedːi	德迪
it_savaɲone	萨维格诺娜
it_serːakːiani	塞拉基亚尼
it_morese	莫雷斯
it_detːo	德托
it_fasolo	法索洛
it_marti	马丁
it_fratːari	弗拉塔利
it_koltorti	科尔托尔蒂
it_tonut͡ʃːi	托努奇
it_bajada	拜亚达
it_milisia	米利齐亚
it_lidːo	里多
it_t͡ʃot͡ʃːo	西奥克西奥
it_ɡisoni	基斯帕
it_ɡiaurov	吉奥罗夫
it_arviɡo	阿维戈
it_munsi	穆尼兹
it_stankanelːi	斯坦卡内利
it_eliana	伊丽亚娜
it_reti	雷蒂
it_vit͡ʃentini	维森蒂尼
it_orɲani	奥尼亚尼
it_elenoire	艾莱诺尔
it_kasaleɲo	卡萨雷诺
it_pet͡sulːi	佩泽利
it_paolantoni	鲍兰托尼奥
it_montanari	蒙塔纳
it_vest͡ʃe	维斯
it_prosperi	普罗斯佩里
it_kadedːu	卡迪杜
it_soleti	索莱蒂
it_patierno	巴提埃诺
it_prando	普兰多
it_martinotːi	马蒂诺蒂
it_emita	艾米塔
it_friɡato	弗里加托
it_euridit͡ʃe	尤里迪斯
it_axen	克森
it_navarini	纳瓦里尼
it_pintore	品托尔
it_evandro	埃万德罗
it_niɡro	尼格罗
it_barovero	巴罗贝洛
it_bonakːorti	博纳科尔蒂
it_vairano	瓦拉诺
it_triani	特里亚尼
it_bosːo	博索
it_kavalːotːi	卡瓦洛蒂
it_ɡreɡorat͡ʃi	格里格拉西
it_bokːanera	博卡内拉
it_bertolino	贝托利诺
it_sampaʎone	赞帕廖内
it_st͡ʃikːitano	西吉塔诺
it_anelːi	阿内利
it_palo	帕罗奥
it_desːy	德西
it_ferːat͡ʃini	费拉西尼
it_frant͡ʃis	弗朗西斯
it_aɡalbato	阿加尔巴托
it_krispolti	克里斯波尔蒂
it_t͡ʃivitelːi	奇维泰利
it_ɡalatea	加拉泰亚
it_ɡidoni	基多尼
it_adːut͡ʃːi	阿达奇
it_karabelːi	卡拉贝里
it_arkalːi	奥卡利
it_arminio	阿米尼奥
it_baɡutːi	巴格蒂
it_meneɡini	梅内吉尼
it_farːonato	法罗纳托
it_t͡ʃanketːi	希安切蒂
it_servadio	塞瓦迪奥
it_fiorelːa	菲奥里拉
it_vet͡soli	维佐利
it_fiorensa	菲奥伦扎
it_samarion	扎马里翁
it_brakardi	布拉卡迪
it_montrukːio	蒙特拉奇奥
it_ɡuarna	瓜纳
it_dindo	丁度
it_vento	文托
it_kuilit͡ʃi	奎里奇
it_troiano	特鲁亚诺
it_ianːielːo	伊内尼洛
it_brant͡ʃaroli	班塞罗里
it_arːas	阿拉斯
it_kastori	卡斯托里
it_d͡ʒifuni	吉福尼
it_landri	兰德里
it_kordelːi	科德利
it_t͡ʃikːitːo	奇齐托
it_faldini	法迪尼
it_d͡ʒea	吉雅
it_d͡ʒed͡ʒa	杰吉亚
it_flaviis	弗拉维乌斯
it_bed͡ʒːo	贝吉奥
it_bielːi	比耶利
it_d͡ʒakobini	贾科宾
it_ʃaɲetːi	斯卡涅蒂
it_fantasia	凡塔西亚
it_kavalːin	卡巴林
it_kilːemi	吉尔勒米
it_ɡione	吉奥内
it_nunsiante	努基阿德
it_entiks	恩替克
it_markoaldi	马尔科拉尔迪
it_lorieri	洛里里
it_lut͡ʃːi	卢奇
it_dʼaloja	阿罗雅
it_ɡleijeses	格莱杰斯
it_manikone	曼尼康尼
it_fanːy	范妮
it_markiɔ	马尔基奥
it_manːelːa	曼内拉
it_fatima	法蒂玛
it_vidale	维达莱
it_miseria	米西利亚
it_d͡ʒeord͡ʒa	乔志娅
it_montinaro	蒙蒂纳罗
it_inaudi	茵奥迪
it_faso	法索
it_ɡambaro	甘巴罗
it_t͡ʃerusiko	塞鲁西科
it_belːavia	贝亚维亚
it_kola	可乐
it_t͡ʃitarelːa	奇塔雷拉
it_tredit͡ʃi	特雷迪奇
it_ɡerardo	拉尔多
it_ɡosːi	戈西
it_arka	阿尔卡
it_frans	弗兰茨
it_salvi	萨勒维
it_turki	图尔奇
it_saɡari	扎加里
it_sukːa	祖卡
it_urːu	乌鲁
it_artibani	阿蒂巴尼
it_monteleone	蒙特莱奥勒
it_bulkkaen	布尔卡恩
it_karasːa	卡拉萨
it_robutːi	罗布蒂
it_falsarano	法尔扎拉诺
it_varːelːa	瓦雷拉
it_nard͡ʒi	纳尔吉
it_panikut͡ʃːi	帕尼卡奇
it_karːot͡sini	卡罗齐尼
it_isidori	伊西多里
it_trevisi	特雷维西
it_kompaɲa	孔帕尼亚
it_danti	丹蒂
it_suardo	苏阿尔多
it_menikoni	梅尼科尼
it_frondini	弗隆迪尼
it_sakːarola	萨卡罗拉
it_albanesi	阿尔瓦纳西
it_rampini	兰皮尼
it_mainetːi	梅内提
it_erminia	艾米尼亚
it_kortit͡ʃelːi	科尔蒂切利
it_tokːafondo	托卡丰多
it_d͡ʒavat͡si	吉瓦齐
it_fedes	费德兹
it_polːi	波利
it_invernit͡ʃi	因弗尼西
it_palːotːa	帕洛塔
it_pesːion	佩森
it_ɡrifoni	格里福尼
it_inɡrasːia	英格拉西亚
it_lisarelːi	利萨雷利
it_sanandrea	扎南德雷亚
it_erna	艾娜
it_skürer	舒雷
it_maniero	曼尼罗
it_paolino	保利诺
it_d͡ʒord͡ʒelːi	佐洛杰里
it_t͡ʃivitilːo	施维提鲁
it_kirit͡si	基里齐
it_ansaldi	安萨尔迪
it_maieux	马希厄
it_bersanetːi	贝尔萨内蒂
it_ɡalːetːi	加莱提
it_d͡ʒanantonio	贾南托尼奥
it_rauso	劳索
it_d͡ʒanadelio	贾纳德里奥
it_maletːi	马莱蒂
it_batːet͡sato	巴塔扎托
it_basili	巴西利
it_bardini	巴迪尼
it_bonkompaɲi	邦康帕尼
it_masut͡ʃːi	马苏奇
it_lorusːo	洛鲁索
it_polverelːi	波尔韦雷利
it_korad͡ʒːo	科拉焦
it_abete	阿贝特
it_balelːa	巴莱拉
it_marsokːi	马尔佐基
it_mei	梅
it_ɡolia	戈里亚
it_ford͡ʒes	弗吉斯
it_davansati	达万扎蒂
it_ɡaude	加德
it_samberletːi	赞贝莱蒂
it_d͡ʒɔ	吉奥
it_rapatːoni	拉帕托尼
it_ɡuardabasːi	瓜达巴西
it_muratori	穆拉托里
it_nart͡ʃiso	纳西索
it_d͡ʒanːina	詹尼娜
it_blandino	布兰迪诺
it_peris	皮尔斯
it_nut͡ʃari	努西亚利
it_ʃarpati	斯卡帕蒂
it_kapalbo	卡帕尔博
it_ɡotːardi	戈塔迪
it_raspani	拉斯帕尼
it_dandolo	丹多洛
it_belːikːi	贝里基
it_d͡ʒanfelit͡ʃe	詹费利斯
it_imparato	黑帕拉托
it_d͡ʒanfilipːo	詹菲利波
it_pedote	佩多特
it_monaldi	莫兰迪
it_minutorit͡so	米努托里佐
it_t͡ʃimara	西马拉
it_morːa	莫拉
it_miɲeko	米涅科
it_bat͡soli	巴茨利
it_iakono	亚科诺
it_favilːa	法维拉
it_ɡrekːi	格雷奇
it_panːone	潘诺娜
it_verasani	韦拉萨尼
it_ʃarano	斯卡拉诺
it_frant͡ʃeʃoni	法兰斯哥利
it_d͡ʒilda	吉尔达
it_butːa	巴塔
it_bedeski	贝代斯基
it_d͡ʒanɡuido	吉安圭多
it_ansanelːi	安萨内利
it_arkopinto	阿科平托
it_kamunkoli	卡蒙科利
it_krisafi	克里萨菲
it_ɡrasːadonia	格拉萨多尼亚
it_tavarelːi	塔瓦尔利
it_polesinanti	波尔斯纳蒂
it_landi	兰迪
it_pakːiarotːi	帕基亚罗蒂
it_kanːarsi	坎纳尔西
it_ɡuidelːi	圭代利
it_santerkole	桑特科尔
it_kamera	卡梅拉
it_fret͡sa	弗雷扎
it_konsolo	康索洛
it_d͡ʒonata	吉纳塔
it_sarantonelːo	扎拉同尼洛
it_ʃratuʎa	斯克拉图利亚
it_antinori	安提诺里
it_spasiani	斯帕斯尼
it_d͡ʒobːe	吉奥贝
it_kovatːa	科瓦塔
it_aristarko	阿里斯塔科
it_mksane	麦沙尼
it_ɡuia	吉亚
it_jelo	杰罗
it_barbat͡sa	巴尔巴扎
it_fenomeno	费诺梅诺
it_mastrodomeniko	马斯特罗多梅尼科
it_lurani	卢拉尼
it_kaprino	卡布里诺
it_skuilːo	斯奎洛
it_bond͡ʒanːi	邦焦安尼
it_kardat͡ʃi	卡达奇
it_fioravanso	斐拉凡佐
it_kavalːeri	卡瓦列里
it_antonut͡ʃːi	安东努奇
it_d͡ʒanetiempo	吉亚内蒂姆波
it_pasːeri	帕塞里
it_d͡ʒilera	吉莱拉
it_faraka	法拉卡
it_foster	福斯特
it_borɡetːi	博尔盖蒂
it_surina	萨里纳
it_trasːelːi	特拉西利
it_jonis	乔尼斯
it_bast͡ʃir	巴希尔
it_jolanda	约兰达
it_ɡranato	格拉纳托
it_modio	莫迪奥
it_joska	乔斯卡
it_versari	范萨里
it_serilːi	泽瑞利
it_pias	皮亚兹
it_notari	诺塔里
it_manuli	玛努利
it_rokːardi	罗卡迪
it_beni	贝尼
it_rufːa	鲁法
it_proia	普罗娅
it_kaos	卡斯
it_lokonsole	洛康索
it_noventa	诺文塔
it_mad͡ʒːore	马焦
it_katyna	卡提娜
it_lant͡ʃi	兰奇
it_st͡ʃifoni	锡楚福尼
it_ɡerardut͡ʃːi	赫拉杜奇
it_manːajuolo	曼纳朱罗
it_melat͡si	梅拉齐
it_mastrota	马斯特罗塔
it_latːansi	拉坦齐
it_d͡ʒaɲoni	加格诺尼
it_mariotːo	马里奥托
it_markioro	马其奥罗
it_mondadori	蒙达多里
it_lupano	卢帕诺
it_toti	托蒂
it_edy	海蒂
it_krisːane	克里桑
it_elene	海伦纳
it_nardini	纳尔迪尼
it_sposini	斯波西尼
it_lara	拉腊
it_parmiani	帕米尼
it_murd͡ʒa	穆尔贾
it_memeo	梅梅奥
it_panarielːo	潘尼洛
it_mind͡ʒone	明基尼
it_oward	霍华德
it_rosː	罗斯
it_nesi	纳西
it_efrikian	埃弗里基安
it_d͡ʒanoli	贾诺利
it_pambieri	潘比涅里
it_skuinsi	斯昆齐
it_samorini	萨莫里尼
it_d͡ʒipo	吉波
it_farasːino	法拉西诺
it_jaja	贾贾
it_fiastri	菲亚斯特里
it_d͡ʒukas	朱卡斯
it_d͡ʒiselda	吉斯达
it_volodi	沃尔迪
it_iaia	伊亚
it_lenɡi	伦吉
it_nikolini	尼科利尼
it_boski	博斯基
it_saltarini	索尔塔里尼
it_pilːon	皮隆
it_burinato	布里纳托
it_fransoso	弗朗佐索
it_inːot͡ʃensi	易诺晨
it_lat͡sarini	拉扎里尼
it_viɲali	维格纳利
it_montanarini	蒙塔纳里尼
it_otːonelːo	奥托内洛
it_muʃardin	马斯卡丁
it_staɲi	斯塔尼
it_marinoni	马里诺尼
it_frant͡ʃi	弗朗西
it_piro	皮罗
it_spada	斯帕达
it_ʃatːorin	斯卡托林
it_ilenia	伊莱尼亚
it_lat͡sarin	拉扎林
it_leila	莱拉
it_nobili	诺比利
it_rikelmy	里切米
it_lele	乐乐
it_spoletini	斯勃利蒂尼
it_ɡalːinelːi	加里内利
it_d͡ʒenːa	杰纳
it_isabel	伊莎贝尔
it_rusːinova	鲁西诺娃
it_irina	伊琳娜
it_sanpiter	桑皮特
it_muselːa	穆塞拉
it_mas	马斯
it_bosketːi	博斯凯蒂
it_markione	马尔基翁
it_amorosino	阿莫罗西诺
it_safːaroni	扎法罗尼
it_eliani	埃里亚尼
it_ɡodart	戈达尔
it_kotroneo	科特罗尼奥
it_ɡotːi	高蒂
it_t͡ʃerist͡ʃoli	塞里西奥利
it_fiamenɡi	菲亚门吉
it_botːale	博塔尔
it_sukːon	祖孔
it_maud͡ʒeri	李奥纳多
it_kumani	库马尼
it_fabːro	法布罗
it_ivana	伊万娜
it_leonida	列奥尼达
it_barboni	巴波尼
it_ornaɡi	奥纳吉
it_isarko	艾萨科
it_ravaioli	拉瓦奥利
it_mastelːoni	马斯戴罗尼
it_isabelːe	伊莎贝尔
it_adriani	阿德里亚尼
it_biɡat͡si	毕格兹
it_montini	蒙蒂尼
it_rondanini	龙达尼尼
it_mareʃotːi	马科蒂
it_lut͡ʃini	卢奇尼
it_navarːini	纳瓦里尼
it_lit͡ʃinia	李奇尼亚
it_nunes	努涅斯
it_t͡ʃampa	恰帕
it_pulɡa	普尔加
it_perat͡ʃino	佩拉奇诺
it_paiato	派雅托
it_ribuoli	里博利
it_monsɛ	蒙斯
it_ɡuant͡ʃale	关西耶里
it_janːut͡si	詹努齐
it_lily	莉莉
it_tirinːansi	蒂利纳基
it_lili	莉莉
it_t͡ʃerasoli	塞拉索利
it_skuarsina	斯夸尔齐纳
it_maneri	马纳里
it_sansonetːi	桑索内蒂
it_kolːini	科利尼
it_koɲiɲi	科尼尼
it_lukarielːo	卢卡里埃洛
it_krest͡ʃenso	克雷森佐
it_sapio	萨皮奥
it_sandri	桑德里
it_marianːa	玛丽安娜
it_mast͡ʃino	马西诺
it_t͡ʃeroli	塞罗利
it_turina	杜尼纳
it_lut͡ʃanːa	卢西亚娜
it_sole	索尔
it_mansutːi	曼苏提
it_redaelːi	雷特埃利
it_stilde	斯蒂尔德
it_ambrut͡si	安布鲁兹
it_tofːolo	托佛罗
it_sereni	塞雷尼
it_kasankova	卡赞科娃
it_rid͡ʒilːo	里吉洛
it_sanoli	扎诺利
it_marianelːa	玛丽亚内拉
it_bard͡ʒilːi	巴吉里
it_silvan	西尔万
it_donatone	多纳通
it_maɡo	马戈
it_forest	福里斯特
it_buzdakin	布斯达庆
it_ambrosis	安布罗西斯
it_manriko	曼里科
it_ɡamːarota	伽马罗塔
it_lodoviko	洛多维科
it_korvaʎa	科尔维亚
it_portolano	波尔托拉诺
it_mase	马塞
it_linus	莱纳斯
it_liu	刘
it_vadakːa	瓦达卡
it_romito	洛米托
it_lutrinɡ	卢特林
it_kanːito	坎尼托
it_santanelːi	桑塔内利
it_ɡaut͡ʃːi	加乌奇
it_kuaresimin	夸雷西明
it_rit͡ʃːeri	里奇里
it_krespi	克雷斯皮
it_dʼanːa	丹纳
it_lorena	洛雷纳
it_rofːi	罗菲
it_felit͡ʃani	费利西亚尼
it_maletːa	马莱塔
it_blankard	布兰查德
it_malika	玛丽卡
it_ayane	阿雅尼
it_t͡ʃompi	西奥皮
it_lama	拉马
it_akkuarone	阿夸罗内
it_meli	梅利
it_kanːata	卡纳塔
it_frant͡ʃese	法兰塞斯
it_tainon	泰农
it_osti	奥斯蒂
it_martana	马塔纳
it_d͡ʒerɡati	格加蒂
it_d͡ʒoielːi	朱埃利
it_odorisio	奥多里西奥
it_popolisio	波波利齐奥
it_sanier	赞伊尼
it_venitut͡ʃːi	维尼图奇
it_ɡuerini	圭里尼
it_maionki	迈恩奇
it_torpedine	托皮丁内
it_ɡarɡari	加加里
it_mat͡sarelːa	马萨瑞拉
it_kuarantotːo	库兰特图
it_perːakːio	佩拉基奥
it_mila	蜜拉
it_skön	舍恩
it_iakuone	亚奎内
it_miela	米拉
it_reina	雷纳
it_marːikːi	马里基
it_malan	马兰
it_miɲemi	米涅米
it_mikol	米科尔
it_at͡surːo	阿祖罗
it_nikːi	尼基
it_balbi	巴尔比
it_rastelːi	拉斯泰利
it_balsarotːi	巴尔萨罗蒂
it_orfeo	奥菲奥
it_palmara	帕玛拉
it_mimo	米默
it_bilːi	比利
it_mimosa	米莫萨
it_kampironi	坎皮罗尼
it_infante	方特
it_matilde	马蒂尔德
it_bernabei	伯纳比
it_panːunsio	潘农齐奥
it_dentit͡ʃi	登蒂奇
it_falaɡuasta	法拉瓜斯塔
it_brant͡ʃamore	布兰奇莫尔
it_ʃarabelːi	斯卡拉贝利
it_kresːoni	克雷索尼
it_venturielːo	文度烈罗
it_belardi	贝尔迪
it_ʃarpetːa	斯卡尔佩塔
it_sosːi	索西
it_toros	托罗斯
it_kot͡ʃːi	科奇
it_foski	福斯基
it_bekut͡ʃːi	贝丘奇
it_donatkatːin	多纳卡廷
it_menkat͡ʃːi	曼卡西
it_konidi	康尼迪
it_d͡ʒalːini	贾利尼
it_kandurːo	坎达罗
it_fainelːo	法伊内罗
it_ermavilo	埃尔马维洛
it_mekat͡ʃːi	梅卡奇
it_liorni	廖尔尼
it_sesti	塞斯蒂
it_mankosu	曼科苏
it_josːa	乔萨
it_martani	马坦尼
it_setːa	塞塔
it_paradiso	帕拉迪索
it_abːatino	阿巴蒂诺
it_mand͡ʒukːa	曼吉卡
it_morelːo	莫雷洛
it_mast͡ʃa	马西娅
it_d͡ʒelardini	杰拉尔迪尼
it_morena	莫雷纳
it_salvino	萨尔维诺
it_kamaiti	卡马蒂
it_fort͡ʃelːa	福尔切拉
it_sofːoli	佐菲利
it_tofːa	托法
it_irːati	伊拉提
it_lotːi	洛蒂
it_leofredːi	莱奥弗雷德迪
it_medːa	梅德达
it_vado	瓦多
it_varːese	瓦雷塞
it_finat͡ser	菲纳泽尔
it_flory	弗洛里
it_nanda	南达
it_predolin	普雷多林
it_mad͡ʒːoni	马焦尼
it_salvador	萨尔瓦多
it_zvampa	桑帕
it_t͡ʃivika	奇维察
it_dʼankora	达科拉
it_vird͡ʒilii	禾志利
it_t͡ʃiravolo	西拉沃洛
it_pet͡sotːi	佩佐蒂
it_d͡ʒeri	杰里
it_krot͡sa	克罗扎
it_bitosːi	比托西
it_t͡ʃerofolini	切罗福利尼
it_masːara	马萨拉
it_matːirolo	马蒂罗洛
it_lastriko	拉斯特里科
it_merlut͡so	梅尔卢扎索
it_st͡ʃanka	锡楚安卡
it_t͡ʃavarːo	恰瓦罗
it_met͡sabotːa	梅扎博塔
it_pepːe	佩普
it_lansetːa	兰泽塔
it_oretːa	奥蕾塔
it_fiume	阜姆
it_bulːa	布拉
it_frankovik	弗兰科维奇
it_mamːi	马米
it_mart͡ʃas	马西亚斯
it_riviɛ	里维耶
it_d͡ʒakomini	加科米尼
it_ɡramelːini	格拉梅利尼
it_orio	奥里奥
it_nerina	内里娜
it_mer	梅尔
it_milːenotːi	米伦纳提
it_ramous	拉莫斯
it_trombini	特隆比尼
it_rapotek	拉波特克
it_lodolo	洛多洛
it_osiride	奥西里德
it_pevarelːo	佩瓦雷洛
it_pieraldo	皮拉尔多
it_senːi	森尼
it_tat͡si	塔齐
it_ʃaparːo	斯卡帕罗
it_stirpe	斯蒂尔佩
it_jemːa	杰马
it_koralːo	科拉洛
it_piɲataro	皮尼亚塔罗
it_lad͡ʒoia	拉吉欧亚
it_lapenta	拉彭塔
it_makːarinelːi	麦卡里内利
it_ɡuaʎanone	瓜利亚诺内
it_diako	迪亚科
it_mandolini	曼多利尼
it_not͡ʃelːa	诺切拉
it_markeselːi	马尔切塞利
it_konkutelːi	孔库泰利
it_pende	彭德
it_kamasːa	卡马萨
it_vida	维达
it_milanese	米兰内斯
it_ɡraiani	格莱亚尼
it_tesini	特西
it_pietra	皮埃特拉
it_montekorvino	蒙特科维诺
it_bit͡sarːi	比扎里
it_bontempo	本托姆
it_d͡ʒovanardi	焦瓦纳尔迪
it_dʼarienso	达里恩佐
it_skivasapːa	斯基瓦扎帕
it_pisu	皮苏
it_paskua	帕卡
it_frant͡ʃist͡ʃi	弗朗西里
it_telːini	泰里尼
it_montenero	蒙特内罗
it_kuatːrini	夸特里尼
it_krut͡ʃani	科努西亚
it_tovaʎa	托瓦格利亚
it_minat͡ʃːoni	迈纳克西奥尼
it_krot͡ʃi	克罗奇
it_mavi	马维
it_felːi	费利
it_baratːa	巴拉特
it_piɲatelːi	皮尼亚泰利
it_turt͡ʃi	图尔奇
it_sarti	萨蒂
it_memɛ	梅梅
it_perlini	佩里尼
it_torːesi	托雷西
it_ɡizlandi	格希兰迪
it_pitːi	皮蒂
it_buʎoni	布格利奥尼
it_d͡ʒenuardi	热纳尔迪
it_t͡ʃelːamːare	塞拉梅尔
it_buonvino	布昂维诺
it_paɡot	帕戈特
it_andreot͡si	安德烈莉齐
it_mariɲano	马里尼亚诺
it_alaikue	阿海奎
it_ulivieri	乌利维耶里
it_kontit͡ʃini	康蒂奇尼
it_briɡuʎa	布里古力亚
it_budinik	布迪尼克
it_ʃardina	斯卡迪纳
it_brun	布伦
it_skiano	施基诺
it_kalisːano	卡里萨诺
it_sekːia	塞恰
it_sarubːi	萨鲁比
it_kanansi	坎南扎
it_d͡ʒesualdi	杰苏阿尔迪
it_olɡa	欧嘉
it_solbelːi	索贝莉
it_kalamera	卡拉梅拉
it_fraʃatore	弗拉斯卡托雷
it_ɡamːino	甘米诺
it_olivia	奥利维亚
it_maneʃalki	曼斯卡奇
it_donːa	多娜
it_olinto	奥林托
it_ɡalanti	加兰蒂
it_bea	贝
it_dinelːi	迪尼利
it_nardo	纳多
it_pif	皮弗
it_dʼantona	德安托纳
it_kesːisoɡlu	凯西什奥卢
it_limiti	利米蒂
it_selvad͡ʒːa	塞尔瓦吉亚
it_plastino	普拉斯蒂诺
it_malko	马尔科
it_leonelːi	莱昂内利
it_ɡaritːa	加里塔
it_inseɲo	因塞格诺
it_autieri	奥代瑞
it_dandini	丹迪尼
it_mat͡sarelːi	马扎雷利
it_ʃalondro	塞隆德罗
it_sibetːi	齐贝蒂
it_bardotːi	巴多蒂
it_dʼasːunta	迪阿松塔
it_pirovano	皮罗瓦诺
it_miɡone	米贡
it_verdirosi	韦尔迪罗西
it_pifːarerio	皮法雷里奥
it_patːavina	帕塔维纳
it_starnat͡sa	斯塔尔纳扎
it_petrut͡ʃːoli	佩特鲁奇
it_biɡotːi	比格蒂
it_sinːa	辛纳
it_polit͡sy	波莉齐
it_karbonelːi	卡本利
it_laɡana	拉加纳
it_risaliti	里萨利蒂
it_korsato	科萨托
it_dʼerazmo	德拉斯莫
it_petriɲani	彼得里尼亚尼
it_plinio	普利尼奥
it_sesana	塞萨纳
it_frist͡ʃa	弗里西亚
it_maran	马兰
it_tad͡ʒːi	塔吉
it_strinɡara	斯特林加拉
it_samboni	赞博尼
it_tramet͡sani	特拉梅扎尼
it_triestino	特里斯蒂诺
it_paʃal	帕斯卡
it_persiano	佩尔西亚诺
it_los	洛斯
it_torːisi	托里西
it_finit͡ʃelːi	菲尼切利
it_pelusio	佩卢西奥
it_rusiḱ	鲁斯可
it_falːika	法里卡
it_amel	哈梅尔
it_pertikaroli	佩尔蒂卡罗利
it_kastoldi	卡斯托尔迪
it_roan	罗恩
it_jonson	约翰逊
it_puʎese	普格利塞
it_pieratːini	皮耶拉蒂尼
it_bisakːo	比萨科
it_ɡarsia	加西亚
it_d͡ʒarːusːo	吉拉鲁索
it_ɡreɡanti	格雷根蒂
